rank,handler,call_name,registered_name,size,country,mu,sigma,displayed_rating,tier,provisional,num_runs,last_competition
1,Iwona Golab,SeeYa,Never Never Land Sayonara,Intermediate,POL,46.8579,1.5,2694.3,Elite,false,62,Polish Open 2026 (IN & L)
2,Gerda Zemaityte,Lee,,Intermediate,LTU,42.054,1.5,2502.2,Elite,false,36,Polish Open 2026 (IN & L)
3,Svetlana  Kreslina,Flyland Unstoppable,Flyland Nothing s Impossible,Intermediate,LVA,41.9079,1.5,2496.3,Elite,false,37,AWC 2025
4,Andy De Groote,Deeks,GO FOR DEEKS BOHEMIA GRANT BOHEMIA GRANT,Intermediate,BEL,40.7742,1.8928,2403.8,Elite,false,29,Prague Agility Party 2025
5,Jan Fiala,Kirlie Mawlch,,Intermediate,HRV,41.8217,2.3067,2396.1,Elite,false,25,Prague Agility Party 2025
6,Gianluca Schingaro,,Supergirl dei Matiblu Moss,Intermediate,ITA,43.5847,2.939,2390.7,Elite,false,20,Slovenian Open 2025
7,Eiffes Andy,Bee,Bee My Baby Gold'N Rebeits,Intermediate,LUX,40.0772,1.8784,2377.7,Elite,false,29,Polish Open 2026 (IN & L)
8,Ariane Wieber,Zola,Keen Workers Addicted to Zola,Intermediate,NOR,40.294,2.2031,2347.4,Elite,false,26,AWC 2025
9,Lenka Sack,Theika,A3Ch Theika Irhaberki,Intermediate,CZE,38.1069,1.5,2344.3,Elite,false,46,Polish Open 2026 (IN & L)
10,Christina Paulik,Happy,Happy Sigrid Petit Jerloust of my Queen,Intermediate,AUT,37.9814,1.5,2339.3,Elite,false,56,Polish Open 2026 (IN & L)
11,Roman Maruszczak,Reksio,Crazy Barking Monsters Solar Storm,Intermediate,POL,37.9648,1.5,2338.6,Elite,false,38,Polish Open 2026 (IN & L)
12,Christiane Fischbach,Salt,,Intermediate,DEU,38.7978,1.8789,2326.4,Elite,false,29,Polish Open 2026 (IN & L)
13,Jakub Diviš,Cis,A3Ch Finrod Frances Wonderfull Dream,Intermediate,CZE,37.558,1.5,2322.3,Elite,false,90,Polish Open 2026 (IN & L)
14,Sandra Langer,Las Vegas,Vegas Fireworkhill Las Vegas,Intermediate,AUT,37.3939,1.5,2315.8,Elite,false,46,Prague Agility Party 2025
15,Jan Fiala,Knedlee Czech,,Intermediate,CZE,37.0754,1.5,2303.0,Elite,false,43,Polish Open 2026 (IN & L)
16,Dana Mixová,Valerie,Valerie Shadow of Aire Valerie,Intermediate,CZE,36.9752,1.5,2299.0,Elite,false,53,Polish Open 2026 (IN & L)
17,Paulina Duda,Free,Never Never Land E’Anka,Intermediate,POL,36.3742,1.5,2275.0,Elite,false,42,Polish Open 2025 (IN & L)
18,Karel Kurc,Rallye,A3Ch Cool Rallye Te Salutant,Intermediate,CZE,36.8558,1.706,2269.5,Champion,false,31,AWC 2025
19,Ola Kłobukowska,Yuca,,Intermediate,POL,36.6857,1.7968,2251.8,Champion,false,30,Polish Open 2025 (IN & L)
20,Nataliia Denysenko,Astrid,,Intermediate,UKR,35.332,1.5,2233.3,Champion,false,36,Polish Open SOFT 2025 (IN & L)
21,Agneta Milikauskaitė,Hulu,Catch Your Dream From Valachian Highlands,Intermediate,LTU,34.9765,1.5,2219.1,Champion,false,36,Polish Open SOFT 2025 (IN & L)
22,Fabrizio Cantatore,Emma,EMMA OF CRAZY SISSY'S HOME,Intermediate,ITA,35.9933,1.9813,2202.0,Champion,false,28,EO 2025
23,Sára Simandlová,Dakota,Btw I’m Dakota Full of rush,Intermediate,CZE,34.5268,1.5,2201.1,Champion,false,62,Polish Open 2026 (IN & L)
24,Matteo Savini,,ON MY HEART IN THE STAR,Intermediate,ITA,34.8923,1.7943,2180.4,Champion,false,30,Austrian Agility Open 2025
25,Jens Heitmann,Cliff,Shadow of Aire Bright Cliff,Intermediate,AUT,38.9878,3.2726,2166.8,Champion,false,18,Polish Open 2026 (IN & L)
26,Magdalena Wasiukiewicz,Dumka,Spiffing Wit Dazzling Doom,Intermediate,POL,35.2856,2.0909,2160.5,Champion,false,27,AWC 2025
27,Justin Schiel,Joy,Enjoy the Silence Agilepaws,Intermediate,DEU,35.6886,2.4302,2135.9,Champion,false,24,Polish Open 2026 (IN & L)
28,Sabine Serwin,,Graceful border act like a Queen miss Casey (Little,Intermediate,DNK,39.7551,3.8414,2129.2,Champion,false,15,AWC 2025
29,Ola Gronek,Heya,Once Again Heya My Queen,Intermediate,POL,37.4728,3.1075,2126.0,Champion,false,19,Polish Open 2025 (IN & L)
30,Kateřina Burdová,Drive,Drive Wanderers of Saint Wendelin,Intermediate,CZE,33.8953,2.0882,2105.2,Champion,false,27,Polish Open 2026 (IN & L)
31,Marjo Korander,Flow,EMPIRE OF FIRE ALWAYS GO WITH FLOW,Intermediate,,36.5595,2.9856,2104.1,Champion,false,20,Midsummer Dog Sports Festival 2025
32,Veronika Kolmanová,Vaiana,Vaiana D1 Next Alkyra,Intermediate,CZE,32.017,1.5,2100.7,Champion,false,35,Polish Open 2026 (IN & L)
33,Matej Čuček,Ninja,Shadow of Aire Under Pressure Ninja,Intermediate,SVN,31.9922,1.5443,2094.4,Champion,false,33,AWC 2025
34,Claudia Tieber,Ashly,Sam‘s Motley Crew Belas awesome Ashly Ashly,Intermediate,AUT,33.5392,2.0651,2093.8,Champion,false,27,EO 2025
35,Ivana Sipalova,Zozó,BLACK RIVER KENNEL ZODIAC,Intermediate,ITA,36.5906,3.1341,2087.5,Champion,false,19,EO 2025
36,Vera Neves,Mai,Non Dire Mai,Intermediate,PRT,37.1581,3.4686,2070.1,Champion,false,17,AWC 2025
37,Andy de Groote,Deac,Empire of Fire ( FCI ) Mistery Deac Empire of Fire,Intermediate,BEL,32.9776,2.0864,2068.7,Champion,false,27,Prague Agility Party 2025
38,Paulik Helmut,,Gchiquita Banana of Austrian Diamonds,Intermediate,AUT,31.9818,1.7842,2065.2,Champion,false,30,AWC 2025
39,Lucie Krejčí,Tori,,Intermediate,CZE,32.7955,2.0906,2060.9,Champion,false,27,Polish Open 2025 (IN & L)
40,Elena Godio,Fanny,,Intermediate,ITA,37.2955,3.6372,2055.4,Champion,false,16,Alpine Agility Open 2025
41,Manuela Piccin,KITTY PRIDE,,Intermediate,ITA,37.2449,3.6496,2051.8,Champion,false,16,Alpine Agility Open 2025
42,ferruccio costantini,cp,,Intermediate,ITA,39.4397,4.44,2044.8,Champion,true,12,ProsecCup 2025
43,Daša Zakotnik,Spin,"EMDOGS CALLSIGN SPIN ""Spin"" ""EMDOGS CALLSIGN SPIN ""Spin""""",Intermediate,SVN,32.0487,1.9763,2044.8,Champion,false,28,EO 2025
44,Anke Mangelschots,Jill,Luna Tale Rising Star Jill,Intermediate,FIN,35.8862,3.2953,2040.0,Champion,false,18,AWC 2025
45,Gartler-Rappold Karin,Blue Shanell,Makaras Aussies Blue Shanell,Intermediate,AUT,32.1492,2.2009,2021.9,Champion,false,26,Prague Agility Party 2025
46,Barbora Novotná,Bibi,Bon Bibi Devětsil,Intermediate,CZE,29.852,1.5,2014.1,Champion,false,52,Polish Open 2026 (IN & L)
47,Claudia Tieber,Yara,Little Blue River’s Yara cheerful like Cato Yara,Intermediate,AUT,30.6941,1.7923,2012.7,Champion,false,30,EO 2025
48,Christina Kuko,Punky,,Intermediate,DEU,32.4969,2.4292,2008.4,Champion,false,24,Polish Open 2026 (IN & L)
49,Ádám-Bökényi Bernadett,Mí,Bellamie aus dem Bergischen,Intermediate,HUN,29.94,1.6238,2002.7,Champion,false,32,AWC 2025
50,Jacqueline Scannella,Quick,Indira from Azucena`s dream`s,Intermediate,DEU,36.0249,3.6566,2002.2,Champion,false,16,Prague Agility Party 2024
51,Katarzyna Michalak,Mizu,,Intermediate,POL,32.558,2.5517,1996.1,Champion,false,23,Polish Open 2026 (IN & L)
52,Maija Anttolainen,Overdo Elite,,Intermediate,FIN,33.3872,2.8439,1994.2,Champion,false,21,AWC 2025
53,Tereza Králová,Nissa,Full Of Energy Bkl,Intermediate,CZE,32.0136,2.4318,1988.7,Champion,false,24,Prague Agility Party 2025
54,Veronika Dostalova,Dobby,Every Kingdom Super Welter,Intermediate,FRA,29.0843,1.5,1983.4,Champion,false,34,Moravia Open 2025
55,Kateryna Kovalenko,Totori,,Intermediate,UKR,30.7739,2.0876,1980.4,Champion,false,27,Polish Open 2026 (IN & L)
56,Kine Eimhjellen,Kos,Wicked Wonderland Allez Kos,Intermediate,NOR,32.591,2.6991,1979.7,Champion,false,22,Norwegian Open 2025
57,Michał Ujma,Raisa,,Intermediate,POL,30.0631,1.8863,1976.2,Champion,false,29,Polish Open 2026 (IN & L)
58,Zsolt Havasi,Bodza,Viharbanszületett (Néha) Barátságos Állat,Intermediate,HUN,31.6747,2.4307,1975.3,Champion,false,24,Moravia Open 2025
59,Monika Rylska,Koza,Beck's Hill Mafia Princess,Intermediate,POL,28.8798,1.5,1975.2,Champion,false,40,Polish Open SOFT 2025 (IN & L)
60,Gruber Katharina,Wii,Nasgul Border's Grace,Intermediate,AUT,31.6169,2.4302,1973.1,Champion,false,24,EO 2025
61,Daša Zakotnik,Ki,,Intermediate,SVN,33.6063,3.128,1968.9,Champion,false,19,EO 2025
62,Krzysztof Marciniak,Sza-Luna,,Intermediate,POL,31.0909,2.3102,1966.4,Champion,false,25,Polish Open 2026 (IN & L)
63,Monika Kiho,,Along With You Moravian Dream,Intermediate,,30.6855,2.1989,1963.6,Champion,false,26,Moravia Open 2025
64,Jenny Naumanen,Armi,Mindpower all in Armi,Intermediate,FIN,30.0603,1.9925,1963.3,Champion,false,28,Midsummer Dog Sports Festival 2025
65,Nadezda Pavliucek,Gudini,,Intermediate,LTU,32.1158,2.6943,1961.3,Champion,false,22,Polish Open SOFT 2025 (IN & L)
66,Marco Gschaider,Deep,Ruff'n'Tuff Dancing in the Dark Deep,Intermediate,AUT,28.4148,1.5,1956.6,Champion,false,53,Polish Open 2026 (IN & L)
67,Indrė Pašakinskaitė,,Call me Pocahontas Gudri lapė,Intermediate,LTU,32.9761,3.1393,1942.3,Champion,false,19,AWC 2025
68,Manuela Piccin,Marvel,,Intermediate,ITA,34.3967,3.6449,1938.5,Champion,false,16,JOAWC/SOAWC 2025
69,Valentyna Riezanova,Jera,My Mad Dream Avada Kedavra Jera,Intermediate,UKR,27.9397,1.5,1937.6,Champion,false,39,Polish Open 2026 (IN & L)
70,Hampl Brigitte,Yes,Especially Yes of Magic Border's,Intermediate,AUT,33.645,3.4467,1932.2,Champion,false,17,Slovenian Open 2025
71,Riina Kellman,,JOHAN ON KIKKAILIJA,Intermediate,FIN,30.5308,2.4407,1928.4,Champion,false,24,Moravia Open 2025
72,de Silva Carina,Lux,Aikandi thats me the bRave Artful Dodger,Intermediate,DNK,32.9855,3.3037,1923.0,Champion,false,18,EO 2025
73,Davide De Lucia,,THE STRONG LISBONA,Intermediate,ITA,35.8476,4.2665,1921.9,Champion,true,13,Austrian Agility Open 2025
74,Federica Grilli,Gina,Nangamai jelly bean,Intermediate,ITA,27.8886,1.6264,1920.4,Champion,false,32,AWC 2025
75,Riina Kellman,Kreisi,,Intermediate,FIN,35.0215,4.0132,1919.3,Champion,true,14,Polish Open 2026 (IN & L)
76,Małgorzata Neuwald,Flik,,Intermediate,POL,32.2974,3.1135,1918.3,Champion,false,19,Polish Open SOFT 2025 (IN & L)
77,Katariina Kuiro,Wendi,Melissa Andre Blooms,Intermediate,FIN,27.784,1.63,1915.8,Champion,false,32,AWC 2025
78,Svobodová Natália,Belli,Bellina Bayo of KY's Spirit,Intermediate,SVK,33.3233,3.4791,1915.4,Champion,false,17,AWC 2025
79,Jennifer Kasper,Miley,"Mi Sombra's Miss Jackson ""Miley"" ""Mi Sombra's Miss Jackson ""Miley""""",Intermediate,AUT,27.3421,1.5,1913.7,Champion,false,36,Austrian Agility Open 2025
80,jose manuel Davila Rosales,Turi,TURI KITANE TO FALL IN LOVE,Intermediate,ITA,32.201,3.1248,1913.1,Champion,false,19,AWC 2025
81,Simone Sanna,Eterna,Age Of Wonders,Intermediate,ITA,36.9359,4.7287,1910.0,Expert,true,11,EO 2024
82,Leonardo Mazzantini,,RMF ISTA WAMBLY,Intermediate,ITA,33.437,3.6319,1901.7,Expert,false,16,Alpine Agility Open 2025
83,Krystyna Cisak,Iskra,,Intermediate,POL,27.4076,1.6214,1901.7,Expert,false,32,Polish Open 2026 (IN & L)
84,Lucie Růžičková,Brilley,A3Ch Brilley z Denveru,Intermediate,CZE,30.1379,2.554,1899.0,Expert,false,23,Prague Agility Party 2025
85,Nadine Kohl,Quinn,Be different and leave traces Quinn Quinn,Intermediate,AUT,26.9362,1.5,1897.4,Expert,false,51,EO 2025
86,Diana Valachová,Hannah Aibara,,Intermediate,SVK,33.2544,3.6441,1892.9,Expert,false,16,AWC 2025
87,Arthur Naud,Pim's,Be My Miss Universe Cosmic Power,Intermediate,FRA,31.714,3.1408,1891.7,Expert,false,19,Slovenian Open 2025
88,Iban Cubedo,Selene,Shadow Of Aire Selene,Intermediate,ESP,36.4557,4.7216,1891.6,Expert,true,11,Polish Open 2025 (IN & L)
89,Primož Petrovič Vernikov,Mint,Shadow Of Aire Semper Fidelis,Intermediate,SVN,34.3666,4.0371,1890.2,Expert,true,14,AWC 2024
90,Aneta Grygarová,Disney,A3CH. Escape to Dream Bohemia Grant Disney,Intermediate,CZE,28.1208,1.9912,1885.9,Expert,false,28,Polish Open 2026 (IN & L)
91,Giovanni Rigamonti,,MASAAL NEVER GIVE UP-N,Intermediate,ITA,36.6753,4.8572,1884.1,Expert,true,10,Alpine Agility Open 2025
92,Rita Jakštaitė,Daphne,Draugs Daphne Apshain,Intermediate,LTU,33.6097,3.8428,1883.2,Expert,false,15,Polish Open 2026 (IN & L)
93,Bakos Zoltán,Zuri,Fire Inspired Entrancing Firebird,Intermediate,HUN,28.4982,2.1983,1876.1,Expert,false,26,AWC 2025
94,Anna Orenius,AKATEMIAN KAJA,,Intermediate,FIN,31.797,3.3125,1874.4,Expert,false,18,Midsummer Dog Sports Festival 2025
95,Marietta Kudyba,Dijaa,Fearless Flying Dazzling Dijaa,Intermediate,DEU,26.3177,1.5,1872.7,Expert,false,34,Polish Open 2026 (IN & L)
96,Jenny Damm,Zonia,,Intermediate,SWE,34.4991,4.2635,1868.3,Expert,true,13,Norwegian Open 2025
97,virna rosato,Apple Pie,APPLE PIE DEI MATIBLU,Intermediate,ITA,35.768,4.6952,1867.3,Expert,true,11,Austrian Agility Open 2025
98,Valentina  Mugellini,,Cinque dei Matiblu Gwendalina,Intermediate,ITA,30.1692,2.8296,1867.2,Expert,false,21,Slovenian Open 2025
99,donata ghiringhelli,Khaleesi,Khaleesi of the dragons,Intermediate,ITA,29.7363,2.6965,1865.9,Expert,false,22,Austrian Agility Open 2025
100,Zuzana Višvaderová,Arrow,Arrow Stormy Anubis Canis,Intermediate,CZE,26.9911,1.7968,1864.0,Expert,false,30,Polish Open 2026 (IN & L)
101,Csóka Tamás,Mangó,Smiling Soul-TEAM Double Trouble,Intermediate,HUN,32.3647,3.6069,1861.8,Expert,false,16,AWC 2025
102,Buzássy Honóra,Kiwi,Grisa Angels of Baranya,Intermediate,HUN,27.7337,2.0835,1859.3,Expert,false,27,EO 2025
103,Holler Jenny,Diego,,Intermediate,DEU,31.3084,3.2981,1856.6,Expert,false,18,Polish Open 2026 (IN & L)
104,Pascale Kühn,Merci,Merci of Austrian Starlight,Intermediate,AUT,30.371,2.9863,1856.5,Expert,false,20,AWC 2025
105,Anna Parviainen,PROMILLEN NAPUE,PROMILLEN JERSEY DEVIL,Intermediate,FIN,30.8242,3.1385,1856.3,Expert,false,19,Midsummer Dog Sports Festival 2025
106,Magdalena Ziolkowska,Muku,Ready2rock Muku Shepter,Intermediate,POL,27.6194,2.0906,1853.9,Expert,false,27,Hungarian Open 2025
107,Ola Gronek,Cosmo,Seven Seas I.-C Raven Kind of Cosmo,Intermediate,POL,26.9805,1.8867,1852.8,Expert,false,29,Polish Open 2026 (IN & L)
108,Tuulia Liuhto,PROMILLEN MALIBU,PROMILLEN KIR ROYAL,Intermediate,FIN,28.2797,2.3203,1852.8,Expert,false,25,Moravia Open 2025
109,Monika Rylska,Kozi,Becks Hill Mafia Princess Kozi,Intermediate,POL,35.3578,4.6877,1851.8,Expert,true,11,Slovenian Open 2025
110,Roman Maruszczak,Pipon,,Intermediate,POL,38.3299,5.6787,1851.7,Expert,true,7,Polish Open SOFT 2025 (IN & L)
111,Andrius Morkūnas,,Marvelous run like hell gudri lapė,Intermediate,,32.8046,3.8436,1850.9,Expert,false,15,Midsummer Dog Sports Festival 2025
112,Virginie Racape,Sky,,Intermediate,FRA,33.302,4.0359,1847.8,Expert,true,14,Slovenian Open 2024
113,Ádám József,Áfi,Áfonya of the Sporty Heroes,Intermediate,HUN,30.0843,2.9814,1845.6,Expert,false,20,EO 2025
114,Marjo Korander,RIVERFLOWERS FYR,,Intermediate,,30.5642,3.1447,1845.2,Expert,false,19,Midsummer Dog Sports Festival 2025
115,Minna Kiviniemi-Riihinen,STOLICHNAYA,,Intermediate,,31.5415,3.486,1843.3,Expert,false,17,Midsummer Dog Sports Festival 2025
116,Carla van Adrichem,Hazel,Hazel vom Thurnhof,Intermediate,DEU,31.9198,3.635,1840.6,Expert,false,16,JOAWC/SOAWC 2025
117,Svetlana Kreslina,Dance,,Intermediate,LVA,35.1142,4.7128,1839.0,Expert,true,11,Polish Open SOFT 2025 (IN & L)
118,Vittorio Felci,CHERYL COLE,,Intermediate,ITA,29.8613,2.9781,1837.1,Expert,false,20,JOAWC/SOAWC 2025
119,Maiju Korhonen,,CALL ME WITCH WITH BRAIN INSIDE,Intermediate,,31.3666,3.487,1836.2,Expert,false,17,Midsummer Dog Sports Festival 2025
120,Patrizia Ciuffetti,Say10,Mobscene My Say 10,Intermediate,ITA,31.8587,3.6561,1835.6,Expert,false,16,ProsecCup 2025
121,Leonardo Casoni,BABY K,,Intermediate,ITA,29.3101,2.8279,1833.1,Expert,false,21,AWC 2025
122,Antonella Giurastante,Nike,Nice and sweet Nike in the star,Intermediate,ITA,34.8736,4.7296,1827.4,Expert,true,11,JOAWC/SOAWC 2025
123,Biagio Raucci,,ETERNAL SUNSHINE THOR CAN FLY,Intermediate,ITA,37.9015,5.7484,1826.3,Expert,true,7,Alpine Agility Open 2024
124,Omar Babini,Mina,REFLEX A STAR DES CROCS DE PROVENCE,Intermediate,FRA,29.5871,2.9841,1825.4,Expert,false,20,EO 2025
125,Kateřina Mrázková,Gwai,Gwaii Haida Thiwahe Gwaii,Intermediate,CZE,31.0045,3.4789,1822.7,Expert,false,17,Slovenian Open 2025
126,Svetlana Prokopenko,Mickey Mouse,Dark Rider Koryfej,Intermediate,LVA,30.4375,3.2939,1822.2,Expert,false,18,Polish Open SOFT 2025 (IN & L)
127,Susan Koldenhof,Sign,Infinity Light Sign Of Mindpower,Intermediate,NLD,30.4716,3.3092,1821.8,Expert,false,18,AWC 2025
128,Evelyn Maier,Aiyana,Sam´s Motley Crew Belas Lovely Aiyana Aiyana,Intermediate,AUT,33.9204,4.4611,1821.5,Expert,true,12,Slovenian Open 2025
129,Elin Nilsson,Bee,Thelook Smashing Bee,Intermediate,SWE,32.5904,4.0479,1817.9,Expert,true,14,Norwegian Open 2025
130,Anna Glaszner,Nice,,Intermediate,AUT,33.8748,4.4867,1816.6,Expert,true,12,Austrian Agility Open 2025
131,Tereza Bustamante,,Brilanta Zahájský mlýn,Intermediate,CZE,29.8249,3.1401,1816.2,Expert,false,19,Prague Agility Party 2025
132,Peter Assendorp,Ixxi,,Intermediate,FIN,35.2653,4.9531,1816.2,Expert,true,10,Dutch Open 2025
133,Weronika Maciejewska,Zjava,,Intermediate,POL,26.3504,1.9877,1815.5,Expert,false,28,Polish Open 2026 (IN & L)
134,Magda Wasiukiewicz,Dumka,,Intermediate,POL,37.6566,5.7565,1815.5,Expert,true,7,Polish Open SOFT 2025 (IN & L)
135,Marietta Kudyba,Leesha,,Intermediate,DEU,26.8796,2.1906,1812.3,Expert,false,26,Polish Open 2026 (IN & L)
136,Inge Ringmets,Tarmi,World Of Britley's Tarm,Intermediate,EST,30.7159,3.4727,1811.9,Expert,false,17,AWC 2025
137,Claudia Engelen,Tex-Mex,Born to Bark Gates of Heaven Gates of Heaven,Intermediate,NLD,25.3385,1.711,1808.2,Expert,false,31,Prague Agility Party 2025
138,Tanja Kurikka,Lilo,Gjerulff Lovely Lilo Hits The Jackpot,Intermediate,FIN,30.6032,3.4838,1806.1,Expert,false,17,Nordic Agility Championship 2024
139,Euan Paterson,Crazee,Ag Ch Devongem Quick Time,Intermediate,GBR,31.6517,3.8617,1802.7,Expert,false,15,AWC 2025
140,Roman Maruszczak,T-Rex,,Intermediate,POL,28.9002,2.9763,1798.9,Expert,false,20,Norwegian Open 2024
141,Ola Kordas,Visa,Speedapp Travel Visa,Intermediate,POL,27.6291,2.5589,1798.1,Expert,false,23,EO 2025
142,Erika Molas Coll,Milo,Beep'ma Douce Petite Vie,Intermediate,HUN,25.0725,1.7087,1797.9,Expert,false,31,Polish Open 2026 (IN & L)
143,Helmut Paulik,Nana,,Intermediate,AUT,28.0108,2.6892,1797.7,Expert,false,22,Polish Open 2026 (IN & L)
144,Gerda Zemaityte,Sabshai A'LEE,Sabshai Alee Lee,Intermediate,AUS,33.9945,4.7316,1792.0,Expert,true,11,Slovenian Open 2025
145,Hadrbolcová Michaela,Fly,,Intermediate,CZE,35.4052,5.2423,1787.1,Expert,true,9,Prague Agility Party 2024
146,Jana Nejdlová,,A drop in the ocean Puki,Intermediate,CZE,29.0042,3.1318,1784.3,Expert,false,19,Prague Agility Party 2025
147,Daša Zakotnik,Tequila,,Intermediate,SVN,31.0792,3.8379,1782.6,Expert,false,15,AWC 2025
148,Zsófi Tálasi,Dina,Dynamic Drive Dynamic (Dina (pupu)),Intermediate,HUN,26.1444,2.1972,1782.1,Expert,false,26,Moravia Open 2025
149,Ilse Claassen,Rusty,,Intermediate,NLD,29.4536,3.3051,1781.5,Expert,false,18,Dutch Open 2025
150,Lucie Krejčí,,A3Ch Freestyle Torii Bohemia Grant,Intermediate,CZE,32.2137,4.2564,1777.8,Expert,true,13,Prague Agility Party 2025
151,Gronek Aleksandra,Heya,Once Again Heya My Queen,Intermediate,POL,34.3385,4.9839,1775.5,Expert,true,10,AWC 2024
152,Peter Assendorp,ViCi,,Intermediate,FIN,34.2659,4.9654,1774.8,Expert,true,10,Dutch Open 2025
153,Zuzana Kubánková,Tajenka,,Intermediate,CZE,28.1227,2.9887,1766.3,Expert,false,20,EO 2025
154,Michaela Šalamunová,Tiara,,Intermediate,,28.4514,3.137,1761.6,Expert,false,19,Prague Agility Party 2025
155,Lea Paulic,Malika,,Intermediate,AUT,27.5086,2.8337,1760.3,Expert,false,21,Hungarian Open 2025
156,Gigi Danica,Pyrus,,Intermediate,DNK,30.4758,3.8344,1758.9,Expert,false,15,Norwegian Open 2025
157,Dalton Meredith,Munchy,Ag Ch Fandabidozi Eclipse Of Dust,Intermediate,GBR,33.8971,4.9853,1757.6,Expert,true,10,EO 2025
158,Channie Elmestedt,Fame,Border Star Hall of Fame,Intermediate,DNK,32.2992,4.4619,1756.5,Expert,true,12,AWC 2025
159,Raisa Vähätalo,Minkki,,Intermediate,FIN,30.4569,3.8558,1755.6,Expert,false,15,Prague Agility Party 2024
160,Filep Viktor,IQ,Béta's Hurricane Bryce IQ,Intermediate,HUN,30.96,4.0404,1753.6,Expert,true,14,Hungarian Open 2025
161,Kim Serneels,Sya,,Intermediate,BEL,35.3261,5.5154,1751.2,Expert,true,8,EO 2025
162,Wolfgang Tieber,May,Sams Motley Crew Amazing May May,Intermediate,AUT,27.6138,2.97,1748.1,Expert,false,20,Slovenian Open 2025
163,Bianca van Gastel,Ffenics,Legends of the Future Ffenics Rises,Intermediate,NLD,27.6535,2.9866,1747.8,Expert,false,20,AWC 2025
164,Elena Dambrauskaite,Amie,Whispering a kiss original amie,Intermediate,LTU,27.1427,2.8213,1747.2,Expert,false,21,Polish Open SOFT 2025 (IN & L)
165,Krystyna Cisak,Smok,,Intermediate,POL,23.093,1.5,1743.7,Expert,false,40,Polish Open 2026 (IN & L)
166,enrico collini,Bagheera,Kim Possible To Shark Zanzibar,Intermediate,ITA,28.5089,3.3078,1743.4,Expert,false,18,ProsecCup 2025
167,Katka Terčová,Knedlee Czech,,Intermediate,CZE,33.4069,4.9533,1741.9,Expert,true,10,Polish Open 2026 (IN & L)
168,Maria Giulia Pantalloni,cp,,Intermediate,ITA,31.9759,4.4817,1741.2,Expert,true,12,ProsecCup 2025
169,virginia cutini,cp,,Intermediate,ITA,31.6866,4.4047,1738.9,Expert,true,12,ProsecCup 2025
170,Casey Keller,Liri,Devongem Fly High Mx Mxj Mjb Nf,Intermediate,USA,30.6412,4.063,1738.1,Expert,true,14,AWC 2025
171,Sandra Sjöberg,Hennie,,Intermediate,SWE,33.3767,4.9809,1737.4,Expert,true,10,AWC 2024
172,Zuzana Kubánková,,A3Ch Dagny Ballarat,Intermediate,CZE,30.5766,4.0533,1736.7,Expert,true,14,Prague Agility Party 2025
173,Jessica Thomas,Hywee,Hywee from Cricket of Beautyful Whites Hywee,Intermediate,CHE,29.8961,3.8344,1735.7,Expert,false,15,AWC 2025
174,Kovács Zsuzsanna,Hédi,,Intermediate,,31.6542,4.4484,1732.4,Expert,true,12,Hungarian Open 2025
175,Ivana Ondrušová,Azu Acecard,,Intermediate,,31.0625,4.2509,1732.4,Expert,true,13,Moravia Open 2025
176,Stefi Praakli,,FIRE ROCK POWERPAWS,Intermediate,EST,28.1392,3.3067,1728.8,Expert,false,18,Midsummer Dog Sports Festival 2025
177,Jan Šup,,Cinderella crazy destiny,Intermediate,CZE,33.0228,4.959,1725.8,Expert,true,10,JOAWC/SOAWC 2024
178,beata bawer,Asteri,Asteri baila morena to Asteri,Intermediate,POL,22.64,1.5,1725.6,Expert,false,52,Polish Open 2026 (IN & L)
179,Yasmin Eklund,Viv,GREIS WORKING VIV,Intermediate,,27.5672,3.1499,1724.7,Expert,false,19,Midsummer Dog Sports Festival 2025
180,Lee Gibson,Star,Ag Ch Euro Star,Intermediate,GBR,29.0902,3.6606,1724.3,Expert,false,16,AWC 2025
181,Christa Saksa,TENDING BUBBLES,,Intermediate,FIN,28.539,3.4884,1723.0,Expert,false,17,Midsummer Dog Sports Festival 2025
182,Kim Barreau,Oréo,,Intermediate,FRA,30.2368,4.0588,1722.4,Expert,true,14,EO 2025
183,Tiina Leinonen,,SOMETHING LIKE KNOW YOUR ENEMY,Intermediate,,30.2062,4.062,1720.8,Expert,true,14,Midsummer Dog Sports Festival 2025
184,Steven Richardson,Gamble,Ag Ch Moel Gamble Demonic Risk,Intermediate,GBR,30.1994,4.062,1720.5,Expert,true,14,AWC 2025
185,Kateryna Kovalenko,Arvi Tormund,,Intermediate,UKR,28.9726,3.6636,1719.3,Expert,false,16,AWC 2025
186,Elsa Soo,Venus,Devongem Lite Of Nite Cosmic,Intermediate,SGP,29.5519,3.8599,1718.9,Expert,false,15,Norwegian Open 2025
187,Michele Pauwels,Nica,Lucky Summer Pretty Unique,Intermediate,BEL,30.787,4.2764,1718.3,Expert,true,13,AWC 2025
188,Mégane Richez,Fast Grin,Fast Grin stars power dogs Grin,Intermediate,FRA,34.2235,5.4597,1713.8,Expert,true,8,Slovenian Open 2025
189,Lenka Kabátová,Jasmin,Jasmin Jeans Asbrete,Intermediate,CZE,24.7033,2.3133,1710.5,Expert,false,25,Prague Agility Party 2025
190,Klára Odlerová,Pringels,,Intermediate,,34.6265,5.7078,1700.1,Expert,true,7,Moravia Open 2025
191,Yoann Bages,Plexie,,Intermediate,FRA,30.98,4.4964,1699.6,Expert,true,12,AWC 2025
