rank,handler,call_name,registered_name,size,country,mu,sigma,displayed_rating,tier,provisional,num_runs,last_competition
252,Magdalena Łabieniec,Koma,,Large,POL,30.7609,4.0634,1742.8,Expert,true,14,Polish Open SOFT 2025 (IN & L)
253,Natalia Nadratowska,Garda,,Large,POL,28.4997,3.3124,1742.5,Expert,false,18,Polish Open SOFT 2025 (IN & L)
254,Josefine Munke,Nia,,Large,FIN,29.5058,3.6632,1740.7,Expert,false,16,Dutch Open 2025
255,Sonja Klomser,,Breeze de Bumerin,Large,,29.5301,3.6725,1740.5,Expert,false,16,Prague Agility Party 2025
256,Windisch Andreas,Move,Move Of Shadowman,Large,DEU,29.5136,3.6695,1740.2,Expert,false,16,Prague Agility Party 2025
257,Anita Ericson,Juli,Fast Juli Stars Power Dogs Juli,Large,AUT,25.1235,2.2077,1740.0,Expert,false,26,Prague Agility Party 2025
258,Petra Kolegarova,Buddy,,Large,CZE,27.0207,2.8453,1739.4,Expert,false,21,Polish Open 2026 (IN & L)
259,Raisa Vähätalo,SUPRAVULPES SNYGI,,Large,FIN,25.4227,2.3224,1738.2,Expert,false,25,Moravia Open 2025
260,Debora Magnani,,TIA DEI MATIBLU,Large,ITA,31.2016,4.2719,1735.4,Expert,true,13,ProsecCup 2025
261,Lenka Hanušová,Dixi,Dixi Wanderers of Saint Wendelin,Large,CZE,28.2805,3.3128,1733.7,Expert,false,18,Polish Open 2026 (IN & L)
262,Jonathan Guillem,City,Airland Golden City,Large,ESP,33.245,4.9843,1731.7,Expert,true,10,Helvetic Agility Masters 2025
263,Pfeifer Werner,Amy,,Large,AUT,32.4858,4.7371,1731.0,Expert,true,11,Slovenian Open 2025
264,Sarah Mantovani,,Fairy Dynasty Loyal Newt,Large,ITA,29.8411,3.8647,1729.9,Expert,false,15,Slovenian Open 2025
265,Maiju Korhonen,SAUNAJAAKON HOAX,,Large,,29.8281,3.8642,1729.4,Expert,false,15,Midsummer Dog Sports Festival 2025
266,Zuzanna Kaplińska,Surprise,,Large,POL,26.7547,2.846,1728.7,Expert,false,21,Polish Open 2025 (IN & L)
267,Monica Iversen,Giller,,Large,NOR,30.2927,4.0275,1728.4,Expert,true,14,EO 2025
268,Nicolas Reinfeld,Ruby,,Large,FIN,29.7451,3.8604,1726.6,Expert,false,15,Dutch Open 2025
269,Rachele Corradini,,Massai des Soldats de Krist Ale Japeloup,Large,ITA,32.3631,4.7362,1726.2,Expert,true,11,FMBB World Championship 2025
270,Marjolein van der Pad,Djuke,Beezz And Bro's Wannabee Happy Djuke,Large,FIN,29.7047,3.8589,1725.1,Expert,false,15,Dutch Open 2025
271,Pierluigi Polesello,cp,,Large,ITA,31.5531,4.4794,1724.6,Expert,true,12,ProsecCup 2025
272,WEYMEERSCH Nele,Phebe,Precious Phebe of Devils on Fire,Large,BEL,32.3361,4.7408,1724.5,Expert,true,11,AWC 2024
273,Zuzana Vodičková,Frodo,Frodo Baggins Royal Fellow,Large,CZE,26.2149,2.7041,1724.1,Expert,false,22,Prague Agility Party 2025
274,Daniel Volz,Scooby,Scooby Doo of Shadowman,Large,FIN,30.2693,4.0629,1723.2,Expert,true,14,AWC 2025
275,Laura Sutinen,,Khaos of Quick Angel,Large,FIN,24.9965,2.3197,1721.5,Expert,false,25,AWC 2025
276,Benjamin Braumandl,Fossa,Fossana of pleistozean,Large,AUT,26.0959,2.7045,1719.3,Expert,false,22,Polish Open 2025 (IN & L)
277,Jekaterina Akimova,Nakama,,Large,LVA,25.6774,2.5697,1718.7,Expert,false,23,Polish Open SOFT 2025 (IN & L)
278,Gerald Svejnoha,Josie,,Large,AUT,27.9128,3.3151,1718.7,Expert,false,18,Polish Open SOFT 2025 (IN & L)
279,Sari Mikkilä,,VINDICATE'S PETITE PATCH,Large,FIN,27.4118,3.1502,1718.5,Expert,false,19,Midsummer Dog Sports Festival 2025
280,Mariia Evstigneeva,SVAGNI LEELA,,Large,FIN,32.7864,4.9458,1718.0,Expert,true,10,Nordic Agility Championship 2025
281,Milena Śnieg,Spritz,,Large,POL,26.361,2.8439,1713.2,Expert,false,21,Polish Open 2026 (IN & L)
282,Adéla Maršálková,Jessi,,Large,CZE,31.3354,4.5023,1713.1,Expert,true,12,Moravia Open 2025
283,Giovanni Salomoni,Kobe,,Large,ITA,32.7578,4.9901,1711.5,Expert,true,10,EO 2024
284,Monique Lichtenbelt,Jutte,Jutte Unbelievable Jutte of Fairy Arrow,Large,NLD,26.7169,2.9946,1709.3,Expert,false,20,Prague Agility Party 2025
285,MONICA TASSO,,CLOUDS IN MY COFFE,Large,ITA,31.9446,4.7404,1708.9,Expert,true,11,Alpine Agility Open 2025
286,Lena Nikou,Anima,Summerblossom Adorable Soul,Large,AUT,25.0296,2.4432,1708.0,Expert,false,24,Helvetic Agility Masters 2025
287,Sabrina Bierleutgeb,,Break Your Limits Joey Tribiani Break Your Limits,Large,AUT,27.1538,3.1515,1708.0,Expert,false,19,Prague Agility Party 2025
288,Jason Tan,Ace,Devongem Ingenious Ace,Large,SGP,28.1519,3.4874,1707.6,Expert,false,17,AWC 2025
289,Mette Björne,Bug,Fyhr's Bug Bug,Large,SWE,30.463,4.2697,1706.2,Expert,true,13,Slovenian Open 2025
290,Eliška Hrůzová,Doyle,,Large,CZE,26.1824,2.8457,1705.8,Expert,false,21,Polish Open 2026 (IN & L)
291,Arianna Spiller,cp,,Large,ITA,31.0938,4.4932,1704.6,Expert,true,12,ProsecCup 2025
292,Roxane Pardiac,Chit Chat,,Large,CAN,31.1066,4.4998,1704.3,Expert,true,12,Slovenian Open 2024
293,Ilona Liebichová,,A3Ch Mash Quick Angel,Large,,27.0206,3.1515,1702.6,Expert,false,19,Prague Agility Party 2025
294,Julie Krátká,Balli Esuatty,,Large,CZE,27.012,3.1503,1702.4,Expert,false,19,Prague Agility Party 2025
295,Emma Eriksson,Essie,My Nr One Essie,Large,SWE,29.6922,4.0454,1702.2,Expert,true,14,Norwegian Open 2025
296,Katka Terčová,Pszenik,,Large,CZE,32.4759,4.9837,1701.0,Expert,true,10,Polish Open 2026 (IN & L)
297,Anais Lion,Wave,Lucky summer ocean’s wave Wave,Large,FRA,27.4691,3.3152,1700.9,Expert,false,18,Slovenian Open 2025
298,Michaela Koucká,,A3Ch Bibbien Strambery,Large,,30.3381,4.2786,1700.1,Expert,true,13,Moravia Open 2025
299,Gronek Aleksandra,Deal,Once Again Deal My Queen,Large,POL,31.7145,4.7427,1699.5,Expert,true,11,AWC 2024
300,Lucie Kolaříková,Arty,Arty  Od Lomu Leštinka,Large,CZE,27.9397,3.4887,1698.9,Expert,false,17,Moravia Open 2024
301,Jan Unger,Fanta,Frisky Fantine z Čertovy kazatelny,Large,CZE,25.5777,2.7051,1698.5,Expert,false,22,Moravia Open 2025
302,Mia Kransoe,Aqui,,Large,DNK,25.143,2.5709,1697.2,Expert,false,23,Polish Open 2026 (IN & L)
303,ILARIA CARIMATI,BECKY G,,Large,ITA,29.4836,4.0313,1695.6,Expert,true,14,ProsecCup 2025
304,Anna Pospisilova,Metaxa,,Large,SVK,30.2106,4.2781,1695.1,Expert,true,13,Austrian Agility Open 2025
305,eleonora de bei,,KING RICHARD IN THE STAR,Large,ITA,30.8813,4.5037,1694.8,Expert,true,12,ProsecCup 2025
306,Natálie Šišovská,Messi,,Large,CZE,30.8156,4.4927,1693.5,Expert,true,12,Polish Open SOFT 2025 (IN & L)
307,Marika Di Ruggiero,BOOMERANG,,Large,AUT,28.3294,3.6662,1693.2,Expert,false,16,Alpine Agility Open 2025
308,Svetlana Kreslina,Konga,,Large,LVA,33.0631,5.2485,1692.7,Expert,true,9,Polish Open SOFT 2025 (IN & L)
309,Sabina Stastna,Clark Kent,Infinity Runners Clark Kent Clark,Large,CZE,27.7512,3.4859,1691.7,Expert,false,17,Prague Agility Party 2025
310,Gitte Eilstrup,Beat,Beat by Sweety World of Matrix Beat,Large,DNK,26.2684,2.9924,1691.6,Expert,false,20,Norwegian Open 2025
311,Elodie Bertholier,O'Snow Pixie,O'Snow Pixie Des Joyeux 4 Pattes Snow,Large,FRA,33.8406,5.5212,1691.1,Expert,true,8,Slovenian Open 2025
312,Erja Nimander,SAUNAJAAKON FUNFACTOR,,Large,,27.197,3.3139,1690.2,Expert,false,18,Midsummer Dog Sports Festival 2025
313,Stefi Praakli,,FIRE ROCK LITTLE MIRACLE,Large,EST,27.1963,3.3139,1690.2,Expert,false,18,Midsummer Dog Sports Festival 2025
314,Sari Johanna Laurikkala,Ninja,BE MY NINJA FROM EXTREME TEAM,Large,,27.7242,3.4894,1690.2,Expert,false,17,Midsummer Dog Sports Festival 2025
315,Kateřina Mrázková,Lawli,Athabasca Klawli Waniyetu Lawli,Large,CZE,24.9647,2.5711,1690.1,Expert,false,23,Slovenian Open 2025
316,Daniel Brym,Rafiki,Vicky Rafiki Dajavera,Large,CZE,27.1951,3.3145,1690.1,Expert,false,18,Polish Open 2026 (IN & L)
317,Marie Zaleschak,Vila,Skovfarmens Chocolate QD Fairytale,Large,AUT,26.2277,2.9935,1689.9,Expert,false,20,Austrian Agility Open 2025
318,Emma Hiilesniemi,,KERTAKAIKKIAAN TÄTÄ TOUHUA,Large,FIN,27.1775,3.3155,1689.2,Expert,false,18,Midsummer Dog Sports Festival 2025
319,Stefi Praakli,Le,,Large,EST,27.1588,3.3102,1689.1,Expert,false,18,Polish Open SOFT 2025 (IN & L)
320,Anastasiia Kartashova,Burrito,,Large,UKR,29.3731,4.0531,1688.6,Expert,true,14,Polish Open 2026 (IN & L)
321,Karen Briffoz,Guido,,Large,BEL,28.7712,3.854,1688.4,Expert,false,15,EO 2025
322,Violeta  Nomeikienė,,Mazoji loke My Moon Dragon,Large,LTU,29.3609,4.062,1687.0,Expert,true,14,Midsummer Dog Sports Festival 2025
323,Zsuzsanna Tóth,Izzie,Isabelle Quick Angel,Large,HUN,27.0957,3.3132,1686.2,Expert,false,18,Moravia Open 2024
324,Jan Fiala,,Un Amore Per Sempre Jardin de Seigle,Large,NLD,28.7305,3.8602,1686.0,Expert,false,15,Prague Agility Party 2025
325,Kárová Anna,Raya,A Strawberry Müsli from Malibo land,Large,CZE,27.5914,3.4882,1685.1,Expert,false,17,Prague Agility Party 2025
326,Bianka Göbel,Wia,,Large,DEU,28.6956,3.8644,1684.1,Expert,false,15,Prague Agility Party 2024
327,Simona Šišková,Bowie,Bowie Diamond Devil,Large,CZE,29.9272,4.2796,1683.5,Expert,true,13,Polish Open 2026 (IN & L)
328,Anna Eifert,Holman's Nebraska,Holman's Minden Törpilla,Large,HUN,31.2804,4.7406,1682.3,Expert,true,11,Slovenian Open 2025
329,Michaela Tejčková,,Universe Cosmo  Stars power dogs,Large,CZE,29.2325,4.0609,1682.0,Expert,true,14,Prague Agility Party 2025
330,Katalin Adam,Vendi,Bariguard Kombat Ashrah,Large,HUN,28.6284,3.8622,1681.7,Expert,false,15,EO 2024
331,Silvan Zumthurm,Zeven,Zeven Summits Climber of Noble County,Large,CHE,30.5499,4.5036,1681.6,Expert,true,12,AWC 2025
332,Edita Namajūnienė,Lokis,,Large,LTU,27.4947,3.4862,1681.4,Expert,false,17,Polish Open 2026 (IN & L)
333,Robert Bratt,Søs,Jenzan Søs Narjana,Large,NOR,29.7376,4.2349,1681.3,Expert,true,13,AWC 2025
334,Priscilla Marocchini,cp,,Large,ITA,30.5177,4.4992,1680.8,Expert,true,12,ProsecCup 2025
335,Anja Blažević,Buha,,Large,HRV,31.9577,4.9861,1680.0,Expert,true,10,AWC 2024
336,Mikko Naumanen,VALKOHAMPAAN IHMEOTUS,,Large,,28.0151,3.672,1680.0,Expert,false,16,Midsummer Dog Sports Festival 2025
337,Nele Schoeters,Gin,,Large,BEL,28.5789,3.8634,1679.6,Expert,false,15,EO 2025
338,Tomasz Czekaj,,Cohen from Fairy Shadows,Large,POL,29.1462,4.0604,1678.6,Expert,true,14,Prague Agility Party 2025
339,Pasi Partanen,Flit,AGILE FLIT TRUE STORY,Large,FIN,26.9002,3.3163,1678.1,Expert,false,18,Polish Open 2025 (IN & L)
340,Bianca Sanstra,,Caught by XTC Gudri Laupe,Large,NLD,23.8945,2.3223,1677.1,Expert,false,25,Prague Agility Party 2025
341,Mathilde Combe,Jay,Fire Inspired Elastic Heart,Large,FRA,29.7349,4.2752,1676.4,Expert,true,13,AWC 2025
342,Uschi Temmel,Wilma,Die Wilma vom Wolfsgrabenweg,Large,AUT,30.4099,4.5034,1676.0,Expert,true,12,Polish Open 2025 (IN & L)
343,Anne Karlsson,Berit,TheLook No-Limit Berit,Large,SWE,32.3564,5.1531,1675.9,Expert,true,9,Norwegian Open 2025
344,Kaiper Lisbeth,Yuuwa,,Large,AUT,25.8527,2.9924,1675.0,Expert,false,20,Prague Agility Party 2025
345,Anna Kozłowska-Mrozowska,Max,,Large,POL,25.8534,2.9928,1675.0,Expert,false,20,Polish Open 2026 (IN & L)
346,Farkas Andrea,Ben,Wanderers of Saint Wendelin Ben,Large,HUN,26.3115,3.1492,1674.6,Expert,false,19,EO 2025
347,Erwin Schoffelen,Pepper,Powerful Pepper of Devils on Fire,Large,BEL,29.7043,4.2798,1674.6,Expert,true,13,Dutch Open 2025
348,Marianne Sumela,,SAUNAJAAKON ARCHMAGE GED,Large,,26.7832,3.3145,1673.6,Expert,false,18,Midsummer Dog Sports Festival 2025
349,Joanna Fischer,Ossa,,Large,POL,29.6452,4.2688,1673.6,Expert,true,13,Polish Open 2026 (IN & L)
350,PIETRO TEMPINI,ALOHOMOR,ALOHOMORA DETTA  INDY,Large,ITA,29.671,4.2788,1673.4,Expert,true,13,Helvetic Agility Masters 2025
351,LUCREZIA COZZOLI,cp,,Large,ITA,30.3388,4.5031,1673.2,Expert,true,12,ProsecCup 2025
352,Maša Konič,Kobie,,Large,SVN,26.7617,3.312,1673.0,Expert,false,18,Slovenian Open 2024
353,Katka Terčová,Dave,,Large,CZE,24.1281,2.4422,1672.1,Expert,false,24,Polish Open 2026 (IN & L)
354,Anni Kelkka,Peatdigger Ruby,,Large,FIN,30.3104,4.5041,1671.9,Expert,true,12,Midsummer Dog Sports Festival 2024
355,Eden Heigel,,Infinity Runners Star Ryder Enfys,Large,FRA,26.7414,3.3157,1671.8,Expert,false,18,Prague Agility Party 2025
356,Martyna Daszewska,Rivia,,Large,POL,26.7373,3.3144,1671.8,Expert,false,18,Polish Open SOFT 2025 (IN & L)
357,Francesco  Zaccarini,,SHEPWORLD HIGHWAY TO HELL,Large,ITA,30.296,4.5026,1671.5,Expert,true,12,ProsecCup 2025
358,Jason Tan,Cola,Shadow Of Aire Rising Star,Large,SGP,27.2467,3.4866,1671.5,Expert,false,17,AWC 2025
359,Fabian Wismer,Django,,Large,CHE,26.7318,3.3145,1671.5,Expert,false,18,Prague Agility Party 2025
360,Andrea Cacciatori,cp,,Large,ITA,35.0251,6.08,1671.4,Expert,true,6,ProsecCup 2025
361,Sandi Petač,Shark,Tirtess B'Arx Shark,Large,SVN,27.7749,3.6693,1670.7,Expert,false,16,Slovenian Open 2025
362,Lydia Karakonstanti,Vega,Vega Stardust Won't Settle,Large,AUT,26.2069,3.147,1670.6,Expert,false,19,AWC 2025
363,Shannon Springford,Banter,Ag Ch Zhanisgo Give It Some Banter,Large,GBR,29.522,4.2778,1667.5,Expert,true,13,AWC 2025
364,Vladimír Macura,Meggie,'Meggie' Vladimír Macura,Large,CZE,27.144,3.4881,1667.2,Expert,false,17,Moravia Open 2024
365,Nadja Zürrer,,Charming Lillybel vom Gempis,Large,,28.8221,4.0578,1665.9,Expert,true,14,Prague Agility Party 2025
366,Langreiter Valentina,Unique,Mind The Dog Quantico,Large,AUT,31.5984,4.9845,1665.8,Expert,true,10,Austrian Agility Open 2025
367,Kollmann Janine,Mexx,Mexx Mexx of Austrian Starlight,Large,AUT,25.1595,2.8446,1665.0,Expert,false,21,Prague Agility Party 2025
368,Rachele Corradini,Omertà,,Large,FRA,30.8194,4.7367,1664.4,Expert,true,11,FMBB World Championship 2025
369,Polina Morozova,,Follow The Leader Mogwai Messi,Large,EST,28.7991,4.0631,1664.4,Expert,true,14,AWC 2025
370,Tanja Fähndrich,Lycan,Aware of the Lycan of agile speed,Large,CHE,30.1027,4.4974,1664.4,Expert,true,12,EO 2025
371,Giacomo Biancalani,J-Music,J-MUSIC DEI MATIBLU,Large,ITA,30.1,4.5023,1663.7,Expert,true,12,EO 2025
372,Erika Joy Isabella Nordberg,,Airland living in a hole in one,Large,,32.3255,5.2447,1663.7,Expert,true,9,Midsummer Dog Sports Festival 2025
373,Maria Evstigneeva,Svagni Leela,,Large,,30.048,4.5042,1661.4,Expert,true,12,Midsummer Dog Sports Festival 2024
374,Michela Berto,,MIND THE DOG ASTRAZENECA,Large,ITA,29.9912,4.4864,1661.3,Expert,true,12,ProsecCup 2025
375,Odile Florian,Night,Nightmare Giving a thrill,Large,FRA,28.7243,4.0662,1661.0,Expert,true,14,Prague Agility Party 2025
376,Julija Kampuse,,Flyland Coffee with Milk FLYLAND,Large,LVA,24.6074,2.7048,1659.7,Expert,false,22,AWC 2025
377,Franco Faccani,Badaboom,BADABOOM VON DAVID,Large,AUT,28.6664,4.0597,1659.5,Expert,true,14,Croatian Open 2024
378,Meredith Dalton,Crush,Fandabidozi I Have a Crush,Large,GBR,29.9931,4.5033,1659.3,Expert,true,12,AWC 2025
379,Šarūnė Tautvaišaitė,Gilė,,Large,LTU,26.9123,3.4842,1658.4,Expert,false,17,Polish Open 2026 (IN & L)
380,Evelien Tewes,San,,Large,FIN,31.3815,4.9782,1657.9,Expert,true,10,Dutch Open 2025
381,Manfred Mösinger,Alice,,Large,AUT,29.2641,4.281,1656.8,Expert,true,13,Prague Agility Party 2024
382,Younghwan Jeon,,TAMED MUSTANG YOONSDOG,Large,,32.1322,5.2371,1656.8,Expert,true,9,Midsummer Dog Sports Festival 2025
383,Klára Jůdová,,Close Enough from Valachian Highlands,Large,CZE,25.8547,3.1507,1656.1,Expert,false,19,Prague Agility Party 2025
384,Nikola Řezníčková,,A3Ch Allow Diamond Devil,Large,CZE,28.5517,4.0656,1654.2,Expert,true,14,Prague Agility Party 2025
385,Lucie Konečná,Delicious Nutella,Delicious Nutella Lovelenia Time,Large,CZE,25.3382,2.9946,1654.2,Expert,false,20,Moravia Open 2025
386,Alan Bray,Ticket,Ag Ch Devongem Blade Runner at Upanovatigers,Large,GBR,29.8615,4.5058,1653.8,Expert,true,12,JOAWC/SOAWC 2025
387,Anastasiia Kartashova,Cora,,Large,UKR,30.5443,4.7356,1653.5,Expert,true,11,Polish Open SOFT 2025 (IN & L)
388,Angela La Rocca,,QUEEN OF HEART,Large,ITA,34.5658,6.0804,1653.0,Expert,true,6,ProsecCup 2025
389,Isabella Stefl,Syclone,,Large,AUT,25.7593,3.1497,1652.4,Expert,false,19,Austrian Agility Open 2025
390,Petra Andrýsková,Go Moana,Go Moana Z Čertovy Kazatelny,Large,CZE,27.8886,3.8633,1651.9,Expert,false,15,AWC 2025
391,Kinga Kubecka,Harnaś,,Large,POL,26.742,3.4878,1651.1,Expert,false,17,Polish Open SOFT 2025 (IN & L)
392,Manfred Mösinger,Ro,,Large,AUT,30.4984,4.742,1650.9,Expert,true,11,Prague Agility Party 2024
393,Radek Pouč,,Lucky Lucy Let’s Talk About,Large,,32.8385,5.5221,1650.9,Expert,true,8,Prague Agility Party 2025
394,Jelena Stipcic,Ori,Mawlch Orrin Ori,Large,SRB,26.2061,3.3141,1650.5,Expert,false,18,Slovenian Open 2025
395,João Oliveira,Shep,Unico Shep de São Gonçalo,Large,PRT,29.7476,4.5028,1649.6,Expert,true,12,EO 2025
396,Dovile Makselyte-Skliute,Desi,,Large,LTU,29.7254,4.5004,1649.0,Expert,true,12,Polish Open 2026 (IN & L)
397,Tina Kovač,Ava,Velvet Ava vom hause Gurtler Ava,Large,SVN,25.6639,3.1505,1648.5,Expert,false,19,Slovenian Open 2025
398,Ida Qvarnström,Vinga,,Large,SWE,29.5416,4.4454,1648.2,Expert,true,12,Polish Open 2026 (IN & L)
399,Veronika Javorová,,Do My Best  Neverending Force,Large,,29.0067,4.2808,1646.6,Expert,true,13,Moravia Open 2025
400,Vittorio Felci,MYA,,Large,ITA,29.6701,4.5046,1646.2,Expert,true,12,JOAWC/SOAWC 2024
401,Dominika Sopinská,Nessie,,Large,SVK,26.6157,3.4881,1646.1,Expert,false,17,Slovenian Open 2024
402,Gürtlerová Petra,Jen Almighty,,Large,CZE,27.714,3.8609,1645.2,Expert,false,15,Prague Agility Party 2024
403,Natalija Celic,Iv,Ask Her Dance In Extreme speed,Large,SRB,27.1224,3.6676,1644.8,Expert,false,16,AWC 2024
404,Emilia Tziliou,Mora,Jailhouse Rock Of Break The Silence,Large,GRC,29.616,4.5018,1644.4,Expert,true,12,AWC 2025
405,Anni Kelkka,LUMOUS,,Large,FIN,23.7915,2.571,1643.1,Expert,false,23,Moravia Open 2025
406,Darcy Ernat,Cosmo,Spitfire's Out Of This World,Large,USA,30.2586,4.7327,1642.4,Expert,true,11,Polish Open 2026 (IN & L)
407,Björn Göldenboog,Jaxx,,Large,FIN,30.997,4.9811,1642.2,Expert,true,10,Dutch Open 2025
408,Anna Kouneli,Mawlch Fiona,"Mawlch Fiona ""May"" ""Mawlch Fiona ""May""""",Large,GRC,28.8839,4.277,1642.1,Expert,true,13,AWC 2025
409,Anna Winkel,TurboToon,TurboToon Angel of the Moon TurboToon,Large,LUX,26.5026,3.4869,1641.7,Expert,false,17,Helvetic Agility Masters 2025
410,Pospíšilová Anna,Teq,Devongem Super Nice,Large,SVK,25.4857,3.1504,1641.4,Expert,false,19,Austrian Agility Open 2025
411,Jacopo Tata,,Q-MALIBU' DI CASA DEL BEATO,Large,ITA,29.5258,4.5027,1640.7,Expert,true,12,ProsecCup 2025
412,Veres Viola,Taki,Trust and Follow Noble Knight,Large,HUN,28.1802,4.0552,1640.6,Expert,true,14,Hungarian Open 2025
413,Katarzyna Tusińska,Hemp,Play with Madness Hemp,Large,POL,25.4501,3.1474,1640.3,Expert,false,19,Prague Agility Party 2025
414,Langreiter Valentina,Five,High Five Of Austrian Diamonds,Large,AUT,30.9509,4.9879,1639.5,Expert,true,10,Austrian Agility Open 2025
415,Susanna Niiranen,,QUICK STAR COOLEST TIGER JACK,Large,,26.4463,3.4881,1639.3,Expert,false,17,Midsummer Dog Sports Festival 2025
416,Bierleutgeb Sabrina,Neo,,Large,AUT,27.568,3.8637,1639.1,Expert,false,15,Austrian Agility Open 2025
417,Anette Lindell,,BEARPON'S ROYAL DIAMOND,Large,,28.138,4.0653,1637.7,Expert,true,14,Midsummer Dog Sports Festival 2025
418,Oliwia Babiarz,Iwo,,Large,POL,23.6507,2.5707,1637.6,Expert,false,23,Polish Open 2026 (IN & L)
419,Sari Vähäniitty,Promillen isokaato,,Large,FIN,27.4772,3.8557,1636.4,Expert,false,15,AWC 2025
420,Fukuko Kawasaki,Fame,,Large,JPN,28.7378,4.2761,1636.4,Expert,true,13,Slovenian Open 2024
421,Jan Sprij,Reece,Da Rise Above reece,Large,NLD,29.4102,4.5046,1635.9,Expert,true,12,AWC 2025
422,Jaakko Suoknuuti,,SHADOW OF AIRE TAKE A CHANCE,Large,FIN,29.3746,4.5045,1634.4,Expert,true,12,Midsummer Dog Sports Festival 2024
423,Riina Kellman,,JOHAN ON OTA KIINNI JOS SAAT,Large,FIN,28.0414,4.0649,1633.9,Expert,true,14,Moravia Open 2025
424,Sarune  Tautvaisaite,,Elito stilius Marseille,Large,LTU,32.4091,5.5201,1633.9,Expert,true,8,Midsummer Dog Sports Festival 2025
425,Papinóth-Bartos Zsuzsanna,Chia,,Large,HUN,26.8397,3.6701,1633.2,Expert,false,16,Hungarian Open 2025
426,Vaida Šilvienė,BE'SHANGO BALKŪNAI,,Large,LTU,25.27,3.1479,1633.0,Expert,false,19,AWC 2025
427,Kaja Sajek,Misty,,Large,POL,30.0356,4.7375,1632.9,Expert,true,11,Polish Open SOFT 2025 (IN & L)
428,Jaanika Lillenberg,Glämm,,Large,EST,25.2738,3.1509,1632.8,Expert,false,19,Polish Open 2025 (IN & L)
429,NICOLETTA COMUNE,KIRK DOUGLAS,,Large,ITA,27.3834,3.8605,1632.1,Expert,false,15,JOAWC/SOAWC 2025
430,Michaela Táflová,,And Fly High Be Different,Large,CZE,28.6117,4.2807,1630.8,Expert,true,13,Prague Agility Party 2025
431,Andrea Cacciatori,,FOLLOW YOUR DREAMS D'ISOLALTA,Large,ITA,29.2411,4.492,1630.6,Expert,true,12,ProsecCup 2025
432,Essi Moring,,CAPANDUS IRISH COFFEE,Large,,29.2696,4.5038,1630.3,Expert,true,12,Midsummer Dog Sports Festival 2024
433,Fiia Filander,MITHRANDIR FLAMES,,Large,FIN,26.2115,3.4883,1629.9,Expert,false,17,Midsummer Dog Sports Festival 2025
434,Massimo Tallarico,Neil,Shepwordl it's never over Neil,Large,ITA,30.7088,4.9904,1629.5,Expert,true,10,Helvetic Agility Masters 2025
435,Gioacchino Bono,cp,,Large,ITA,29.2419,4.503,1629.3,Expert,true,12,ProsecCup 2025
436,Lucie Jordánová,Ace,,Large,CZE,26.1438,3.4866,1627.4,Expert,false,17,Polish Open SOFT 2025 (IN & L)
437,Denis Martin,Nafi,Rasta Nafi of Shadow in light,Large,BEL,31.4161,5.2453,1627.2,Expert,true,9,AWC 2025
438,Giovanni Salomoni,Hawk-Kobe,,Large,ITA,32.2448,5.5257,1626.7,Expert,true,8,AWC 2025
439,Alena Vitáková,,Aggi od Roubenky,Large,CZE,28.4998,4.2807,1626.3,Expert,true,13,Prague Agility Party 2025
440,Tommi Raita-aho,Tuus Puolivalssi,,Large,FIN,26.6358,3.6726,1624.7,Expert,false,16,JOAWC/SOAWC 2024
441,Rene Albers,Bleaze,,Large,,31.3653,5.253,1624.3,Expert,true,9,Dutch Open 2025
442,Gustaf Elgh,Toberoi Pumpkin,,Large,SWE,32.8429,5.7536,1623.3,Expert,true,7,AWC 2025
443,Alizée GUERIN,Duncan,,Large,,31.3206,5.251,1622.7,Expert,true,9,Dutch Open 2025
444,Egor Suhhanov,,Follow The Leader Walter Smash,Large,EST,30.5222,4.9856,1622.6,Expert,true,10,Midsummer Dog Sports Festival 2025
445,Tubaldini Nunes Ricardo,Lilly,Kisfarkas Lilly Serena Williams,Large,BRA,29.7726,4.7392,1622.2,Expert,true,11,AWC 2024
446,Mandl Mösinger  Helene,Aragon,,Large,AUT,26.5617,3.6717,1621.9,Expert,false,16,Prague Agility Party 2025
447,Katka Tercova,Aiyta Sapanaska,,Large,AUT,29.0219,4.4931,1621.7,Expert,true,12,Moravia Open 2025
448,Marie-Anna Kociánová,Showman,Greatest Showman Wonderfull Dream,Large,CZE,24.4856,2.9925,1620.3,Expert,false,20,Polish Open 2026 (IN & L)
449,SILVIA GROTTO,,OUT OF CONTROL IN THE STAR,Large,ITA,32.0217,5.5054,1620.2,Expert,true,8,Alpine Agility Open 2025
450,Päivi Männistö-Rahunen,,Promillen Joy Jumper,Large,FIN,26.5156,3.6724,1619.9,Expert,false,16,JOAWC/SOAWC 2024
451,Sebastien Venat,Tekoa,River Black Tekoa Sonic Workaholic,Large,FRA,30.4631,4.9885,1619.9,Expert,true,10,Helvetic Agility Masters 2025
452,Mariola Sąkol,AURA,AURA ODRINA FALKNOV,Large,POL,25.427,3.3144,1619.4,Expert,false,18,Polish Open SOFT 2025 (IN & L)
453,Christina Paulik,Smiley,Empire of Fire Magical Smiley,Large,AUT,27.0498,3.8627,1618.5,Expert,false,15,Polish Open 2026 (IN & L)
454,Bartos Zsuzsanna,,Call Me Ghost With Brain Inside,Large,POL,29.6301,4.7253,1618.2,Expert,true,11,ProsecCup 2025
