Id,Handler,Country,CallName,RegisteredName,SizeCategory,Slug
5464,Aanor Astore,FRA,,Sonic Des Guerriers D’orthos Sonic,L,aanor-astore
1136,Aanor Astore,FRA,Stark,,M,aanor-astore-stark
2649,Abby Zerm,USA,,Tribals Mind Your Manners,L,abby-zerm
3227,Abby Zerm,USA,,ITS Coming In Hot,M,abby-zerm-3
3044,Abby Zerm,USA,,Apex Black Lightning,S,abby-zerm-2
7730,Abigail Beasley,USA,,Apex Dream Impossible Things,S,abigail-beasley
7308,Abigail Beasley,USA,Superstar,,S,abigail-beasley-superstar
3858,Abigail Beasley,USA,Swindle,Trinity Run Like You Stole It Mxs Mjs Pjd Of Cgc (Swindle),M,abigail-beasley-swindle
6856,Abigail Laspina,USA,Sky,,M,abigail-laspina-sky
2140,Abigail Radomski,USA,,Spark Of Joy,L,abigail-radomski
5735,Abrahams Emily,AUS,Journey,,L,abrahams-emily-journey
4917,Ac André,DNK,Cactus,,S,ac-andre-cactus
4716,Ac André,DNK,Tequila,,S,ac-andre-tequila
5370,Ács-Kövesi Ágnes,HUN,Wetu,Wings For Run Wetu,L,acs-kovesi-agnes-wetu
2661,Ada Osińska,POL,Bajka from Land of Milk,Bajka from Land of Milk and Honey,L,ada-osinska
460,Ada Osińska,POL,Fila,,L,ada-osinska-fila
796,Ádám József,HUN,Áfi,Áfonya of the Sporty Heroes,I,adam-jozsef-afi
873,Ádám Katalin,HUN,Vendi,Bariguard Kombat Ashrah,L,adam-katalin-vendi
8147,Adam Ščibrány,SVK,NALA,"Ariane Boutellier-Nala ""Nala""",I,adam-scibrany-nala
7315,Adam Watson,GBR,Cooper,,S,adam-watson-cooper
5519,Ádám-Bökényi Bernadett,AUS,Bow,Rainbow of the Sporty Heroes,I,adam-bokenyi-bernadett-bow
805,Ádám-Bökényi Bernadett,AUS,Mí,Bellamie aus dem Bergischen,I,adam-bokenyi-bernadett-mi
852,Ádám-Bökényi Bernadett,AUS,Osis,Choose Ferencik,L,adam-bokenyi-bernadett-osis
6758,Addison Connolly,USA,Cooper,,L,addison-connolly-cooper
5013,Adéla Benešová,CZE,Fresh,,L,adela-benesova-fresh
2239,Adéla Čejková,,,Discovery Černý Křišťál,M,adela-cejkova
2468,Adela Dorniaková,SVK,,Blaze Bellis Hope,I,adela-dorniakova
1709,Adela Dorniaková,SVK,Zee,Blaze Bellis Hope (Zee),I,adela-dorniakova-zee
8400,Adéla Hasalová,,Casey,Casey,I,adela-hasalova-casey
6502,Adéla Havlíčkova,CZE,,My Magic Go N Try,M,adela-havlickova
8379,Adéla Havlíčkova,CZE,Katsuo,Go N Try My Magic,M,adela-havlickova-katsuo
417,Adéla Havlíčkova,CZE,Nisa,,I,adela-havlickova-nisa
806,Adéla Havlíčkova,CZE,Nisa,Petit Jerloust of My Queen,I,adela-havlickova-nilsa
2302,Adéla Havlíková,CZE,,Porsche von Schnappi Schnapp,S,adela-havlikova
2309,Adéla Havlíková,CZE,,Hurry Up Z Vejřího hnízda,S,adela-havlikova-2
3962,Adéla Havlíková,CZE,Haiti,Hurry Up Z Vejřího Hnízda (Haiti),S,adela-havlikova-haiti
2075,Adela Hoňková,,,Aero Rodeo z Ranche na Hranici,I,adela-honkova
5286,Adela Karbusova,CZE,Bite,A Little Bit Psycho Arjenchi Bite,L,adela-karbusova-bite
6445,Adéla Klepalová,CZE,,A`Gut Shot Azillion,L,adela-klepalova
7554,Adéla Klepalová,CZE,Thessaloniki,,L,adela-klepalova-thessaloniki
6427,Adéla Kubišová,,Akim,,I,adela-kubisova-akim
6210,Adéla Maršálková,CZE,,Good Wine z Vejřího hnízda Víno,M,adela-marsalkova
899,Adéla Maršálková,CZE,Good Wine z Vejřího hnízda,Good Wine z Vejřího hnízda,M,adela-marsalkova-good-wine-z-vejriho-hnizda
6153,Adéla Maršálková,CZE,Jessi,Jessi Jessi,L,adela-marsalkova-jessi
917,Adéla Maršálková,CZE,Míša,Míša,M,adela-marsalkova-misa
2027,Adéla Maršálková,CZE,Víno,"Good Wine z Vejřího hnízda ""Víno""",M,adela-marsalkova-vino
872,Adéla Oberleitnerová,CZE,Pulz,Btw I’m Pulz Full of Rush,L,adela-oberleitnerova-pulzi
8307,Adela Rehola,CZE,Lixi,,M,adela-rehola-lixi
6494,Adéla Řeholová,CZE,,Cerunnos Walk Free,M,adela-reholova
6512,Adéla Řeholová,CZE,,Calibre Fort Fox,M,adela-reholova-2
8477,Adéla Řeholová,CZE,Cína,,M,adela-reholova-cina
8291,Adéla Řeholová,CZE,Cínka,,M,adela-reholova-cinka
8480,Adéla Řeholová,CZE,Lixi,,M,adela-reholova-lixi
2973,Adéla Šaling,CZE,Berta,Berta z Kojca Coli,S,adela-saling
8191,Adela Szabová,SVK,Zazu,Never Seen Before Christopher Smith (Zazu),L,adela-szabova-zazu
7368,Adelaine Bastiaansen,FIN,,Speed up the Limit Time for Trouble,I,adelaine-bastiaansen
6243,Adelaine Bastiaansen,FIN,Apple,,I,adelaine-bastiaansen-apple
5460,Adoración Morales Moreno,ITA,,Quma De Shusuen De Kish Horus,L,adoracion-morales-moreno
1073,Adoración Morales Moreno,ITA,Nut,,L,adoracion-morales-moreno-nut
1128,Adoración Morales Moreno,ITA,Surprise,,L,adoracion-morales-moreno-surprise
3635,Adrian Bajo,ESP,Dive,Liv Petit Jerloust Of My Queen,I,adrian-bajo-dive
3781,Adrian Bajo,ESP,Gif,Redefined Action Gif (Gif),L,adrian-bajo-gif
6538,Adrián Botka,SVK,,NRebelona Diabla z koloru,S,adrian-botka-2
2303,Adrián Botka,SVK,Nymeria,Rebelona Diabla z Koloru,S,adrian-botka
7334,Adrián Granda Rodríguez,ESP,Menta,,S,adrian-granda-rodriguez-menta
5465,Adrián Pérez Paleu,ESP,Quenlla Quenlla,,L,adrian-perez-paleu-quenlla
2947,Adrian Thomay,SVK,,Jaize Fatranský sen,S,adrian-thomay
6227,Adrian Thomay,SVK,Jaize Molly,,S,adrian-thomay-jaize-molly
2242,Adriana Dubinova,SVK,Lara,Lara (Lara),M,adriana-dubinova-lara
7493,Adriána Majtánová,SVK,,Austin Powers Triplerun,M,adriana-majtanova
5038,Adriána Majtánová,SVK,Togo,,M,adriana-majtanova-togo
6217,Adriana Silvestrini,CHE,,Blueberry Jam Agapito Hogidus Jolie,S,adriana-silvestrini
3978,Adriana Silvestrini,CHE,Cindy Crawford,Cindy Crawford Dream D & D Jack (Cindy Crawford),S,adriana-silvestrini-cindy-crawford
5063,Adrianna Mańczak,POL,Papitto,,S,adrianna-manczak-papitto
1180,Adriano Begalli,ITA,,AMICO TERRIER'S SERENDIPITY HAPPENS,S,adriano-begalli
4307,Adriano Begalli,ITA,Serena,,S,adriano-begalli-serena
6160,Adrienne Szabó,HUN,Banzai,Btw I'm Banzai full of Rush Banzai,L,adrienne-szabo
6202,Adrienne Szabó,HUN,Eby,Ebony Ebony,M,adrienne-szabo-ebony
4990,Agata Dąbrowska,POL,Zazu,,L,agata-dabrowska-zazu
2076,Agata Lesniak,POL,Skipper,,I,agata-lesniak-skipper
8349,Agata Lisiecka,POL,Lira,,S,agata-lisiecka-lira
633,Agata Paluch,POL,Boom,I Am Miss Incredibly Amusing Unstoppable Dream Fci (Boom),M,agata-paluch-boom
416,Agata Pruska,POL,Pai,,I,agata-pruska-pai
573,Agata Pruska,POL,Zakk,,L,agata-pruska-zakk
5055,Agata Totoń,POL,Leah,,M,agata-toton-leah
4952,Agata Totoń,POL,Spy,,L,agata-toton-spy
2494,Agatha Pedini,ITA,,Jam Dei Matiblu,I,agatha-pedini
5425,Aggeliki Maladi,,Bella,"Trust from Astro Team ""Bella""",S,aggeliki-maladi-bella
5426,Aggeliki Maladi,,Twiggy,MASTIC AYRA PANDEMIA,S,aggeliki-maladi-twiggy
5466,Aggeliki Psycha,GRC,,F’Delma vom Giannioti Sports Dog Delma,L,aggeliki-psycha
1004,Agne Barceviciene,LTU,,SU MEILE IBIZA,L,agne-barceviciene
435,Agne Barceviciene,LTU,Bona,,L,agne-barceviciene-bona
8247,Agne Barceviciene,LTU,Era,,L,agne-barceviciene-era
8273,Agne Sabaliauskaite,LTU,Mela,,L,agne-sabaliauskaite-mela
2916,Agnès Berthe,FRA,,Rubby Du Grand Champs D Aubertans,S,agnes-berthe-2
5598,Agnès Berthe,FRA,,Twiny du Grand Champ d'Aubertans,M,agnes-berthe-3
5604,Agnès Berthe,FRA,,Ruby du Grand Champ d'Aubertans,S,agnes-berthe-4
2880,Agnès Berthe,FRA,NICY MOON,Nicy Moon Des Collines De Beltane,S,agnes-berthe
3117,Agnes Csengo,NLD,Reeza,Reeza (Reeza),M,agnes-csengo-reeza
6524,Ágnes Fülöp,,,YOU ONLY LIVE ONCE from Astro Team,S,agnes-fulop
6533,Ágnes Fülöp,,,CATCH ME IF YOU CAN from Astro Team,S,agnes-fulop-2
1943,Ágnes Róth,HUN,Vega,,I,agnes-roth-vega
4394,Agneta Göransson,SWE,Qira,,I,agneta-goransson-qira
4333,Agneta Göransson,SWE,Viva,,I,agneta-goransson-viva
5918,Agneta Milikauskaitė,LTU,,Catch Your Dream from Valachian Highlands,I,agneta-milikauskaite
6015,Agneta Milikauskaitė,LTU,,Catching Fire Gudri Lape,I,agneta-milikauskaite-2
404,Agneta Milikauskaitė,LTU,Hulu,"Catch Your Dream ""Hulu""",I,agneta-milikauskaite-hulu
5923,Agneta Milikauskaitė,LTU,Lava,,I,agneta-milikauskaite-lava
4639,Agnethe Brown Erland,NOR,,Sancha Del Corazoncito,M,agnethe-brown-erland
8298,Agnieszka Bartnik,POL,La,,M,agnieszka-bartnik-la
681,Agnieszka Bartnik,POL,Lavenda,Titoktudo LAVENDA,M,agnieszka-bartnik-lavenda
3072,Agnieszka Bartnik,POL,Titoktudo Lavender,,M,agnieszka-bartnik-titoktudo-lavender
452,Agnieszka Bronaszewska,POL,Ki,Z' Kitana Kahn Never Never Land (Ki),L,agnieszka-bronaszewska-ki
5008,Agnieszka Dudek,POL,Odi,,L,agnieszka-dudek-odi
736,Agnieszka Kowalik,POL,Bibi,,S,agnieszka-kowalik-bibi
744,Agnieszka Kowalik,POL,Gia,,S,agnieszka-kowalik-gia
724,Agnieszka Kunkel,POL,Nock,Nock Nock,S,agnieszka-kunkel-nock
8489,Agnieszka Smółka,POL,Dum,,M,agnieszka-smolka-dum
5005,Agnieszka Walczuk,POL,Zonda,,L,agnieszka-walczuk-zonda
5784,Ágoston Adrienn,,Azura,,S,agoston-adrienn-azura
2141,Agota Vegh,,Wixtra Alohomora,,L,agota-vegh-wixtra-alohomora
919,Aikaterini Iliadou,,Sushi,Cerunnos Pannacotta,M,aikaterini-iliadou-sushi
5068,Aila Laht,EST,Dream,Time To Dream Sielos Draugas,S,aila-laht-dream
3640,Aimee Kerton,GBR,Maroochy,Baybelieve Shes Black Magic,I,aimee-kerton-maroochy
4373,Aina Britt Lundkvist,NOR,,MTF Eager Gabby,I,aina-britt-lundkvist
3205,Aina Stenberg,FIN,Tending Drumfire,,L,aina-stenberg-tending-drumfire
6627,Ainara Fernandez,ESP,Asha,,I,ainara-fernandez-asha
2977,Ainhoa Garcia,FRA,Bonbon,,S,ainhoa-garcia-bonbon
2956,Ainhoa Garcia Vivas,ESP,,Borealis De Dobler Gold,S,ainhoa-garcia-vivas
7010,Ainhoa Garcia Vivas,ESP,Lis,,S,ainhoa-garcia-vivas-lis
2786,Ainhoa Maitre,FRA,Nuts,Nuts About You du fief des Petits Crunchis,M,ainhoa-maitre-2
2785,Ainhoa Maitre,FRA,Piou,Piou my lucky charm du fief des Petits Crunchis,M,ainhoa-maitre
1449,Aino Kinnunen,,EMPATHICA'S SHAULA,,I,aino-kinnunen-empathicas-shaula
6106,aino telama,,,DIAMONDFOX SECRET MYSTIC MUSCOT,L,aino-telama
1496,Aist? Svink?nait?,,,SU MEILE JACUMBA,L,aist-svinknait
1372,Aiste Launagaite,LTU,,Saagar Kaustantis Zvilgsnis,S,aiste-launagaite
5353,Aiste Launagaite,LTU,Spookiss,,S,aiste-launagaite-spookiss
758,Aiste Launagaite,LTU,Spooky,,S,aiste-launagaite-spooky
5066,Aiste Launagaite,LTU,Spookys,,S,aiste-launagaite-spookys
1228,Aistė Svinkūnaitė,LTU,,SU MEILE JACUMBA,L,aiste-svinkunaite
4992,Aistė Svinkūnaitė,LTU,Jini,,L,aiste-svinkunaite-jini
4099,Akiko Yaji,JPN,Tao,,I,akiko-yaji-tao
7505,Ala Dankin,LTU,Chester,Chester Fild s ostrova Shatcilinskogo,S,ala-dankin-chester
773,Ala Dankina,LTU,Kuki,,S,ala-dankina-kuki
1062,Alain liochon,FRA,Nina,,L,alain-liochon-nina
2580,Alain Remund,FRA,,Pin'Up Des Malistaffs,L,alain-remund
6631,Alain Velay,FRA,Okinawa,,I,alain-velay-okinawa
2753,Alan Blanchard,ESP,Ariana,,M,alan-blanchard-ariana
2749,Alan Blanchard,ESP,Búdica,,M,alan-blanchard-budica
2502,Alan Bray,GBR,,Devongem Blade Runner at Upanovatigers,L,alan-bray
3292,Alan Bray,GBR,,Devongem Fire Starter at Upanovatigers,S,alan-bray-2
6976,Alan Bray,GBR,Ticita,,S,alan-bray-ticita
3777,Alan Bray,GBR,Ticket,Devongem Blade Runner At Upanovatiger (Ticket),L,alan-bray-ticket
3166,Alan Flynn,GBR,Star,It's All About Star,I,alan-flynn
2353,Alan Wildman,GBR,,Chikaramor Kynda Amazyng,I,alan-wildman
6553,Alan Wildman,GBR,Flair,,I,alan-wildman-flair
6557,Alan Wildman,GBR,Zyng,,I,alan-wildman-zyng
560,Alar Kivilo,EST,Yoko,"Shadow of Aire Yoko ""Yoko""",L,alar-kivilo-yoko
2515,Alayne Lamerton,GBR,,Fandabidozi Arise Sir Wish,L,alayne-lamerton
3157,Alayne Lamerton,GBR,,Fandabidozi Star Light,I,alayne-lamerton-2
6689,Alayne Lamerton,GBR,Swish,,L,alayne-lamerton-swish
2953,Alba Campuzano Soro,ESP,Teddy,White Teddy Bear De Nudacan,S,alba-campuzano-soro
4294,Alberto Costas Gonzalez,ESP,Itches,,M,alberto-costas-gonzalez-itches
1114,Aldo Pannocchia,ITA,,SHEPWORLD LATIN LOVER,L,aldo-pannocchia
2514,Aldo Storari,ITA,,All you need is love,L,aldo-storari
6665,Aldo Storari,ITA,Joy,,L,aldo-storari-joy
7459,Alea Heinen,,,My Magic KE Scootaloo My Magic Mini American Shepherd,M,alea-heinen
7631,Alejandro Barrios Lianez,ESP,Ohana,,I,alejandro-barrios-lianez-ohana
7194,Alejandro Del Puerto,PAN,Martin,,L,alejandro-del-puerto-martin
3807,Alejandro Parra,ESP,Alma,Alma,M,alejandro-parra-alma
4274,Alejandro Salas Fernandez,ESP,Bliss,,L,alejandro-salas-fernandez-bliss
4264,Alejandro Sequeiros Martinez,ESP,Buba,,I,alejandro-sequeiros-martinez-buba
4640,Aleksander Andre,EST,Vici,,M,aleksander-andre-vici
1380,Aleksandr Borisov,,,Amberynlea Golden WIshes,S,aleksandr-borisov
5900,Aleksandr Borisov,,,AMBERYNLEA GONDEN WISHES,S,aleksandr-borisov-2
509,Aleksandra Bednarek,POL,Mushu,,L,aleksandra-bednarek-mushu
4270,Aleksandra Kłobukowska,POL,Yuca,,I,aleksandra-klobukowska-yuca
4313,Aleksandra Ktobukowska,POL,Yuca,,I,aleksandra-ktobukowska-yuca
2074,Aleksandra Michalik,POL,,My little Pocahontas Otherland,I,aleksandra-michalik
6446,Aleksandra Michalik,POL,,Misty Highland FCI Wanna Fly High,L,aleksandra-michalik-2
393,Aleksandra Michalik,POL,Phoebe,,I,aleksandra-michalik-phoebe
5298,Aleksandra Michalik,POL,Robin,Misty Highland Wanna Fly High (Robin),L,aleksandra-michalik-robin
7735,Aleksandra Švaikovska,LVA,,Flyland from Sielos Draugas,S,aleksandra-svaikovska
5349,Aleksandra Švaikovska,LVA,Kayo,KitFox Youkai Kayo,S,aleksandra-svaikovska-kayo
4308,Aleksandra Švaikovska,LVA,Skilla,,S,aleksandra-svaikovska-skilla
5091,Aleksandra Zarycka,POL,Luna,,S,aleksandra-zarycka-luna
7230,Alen Mareković,HRV,Gos,,L,alen-marekovic-gos
2225,Alen Mareković,HRV,Mawlch Olwyn,,L,alen-marekovic-mawlch-olwyn
1938,Alen Mareković,HRV,Nana,,I,alen-marekovic-nana
1723,Alen Mareković,HRV,Natsu,Mawlch Natsu,I,alen-marekovic-natsu
1773,Alen Mareković,HRV,Wyn,Mawlch Olwyn (Wyn),L,alen-marekovic-wyn
2301,Alena Divišová,CZE,Gia,Good Girl Dai Muratori,S,alena-divisova
5689,Alena Divišová,CZE,Tokyo,Tokyo Think Fast Run Faster,L,alena-divisova-tokyo
6513,Alena Frankovičová,,,Elegance z Faustovy zahrádky,M,alena-frankovicova
2310,Alena Frimmelova,CZE,Fany,True Love Tiffany vom Mehrental,S,alena-frimmelova-2
2296,Alena Frimmelova,CZE,Zíček,Azizi od Prachovských skal,S,alena-frimmelova
717,Alena Frimmelova,CZE,Zizi,,S,alena-frimmelova-zizi
8146,Alena Hudcová,,Cirić,Cirić,I,alena-hudcova-ciric
6539,Alena Nejedla,CZE,,Fiona Jet Bat,S,alena-nejedla
4746,Alena Nejedla,CZE,Fionka,,S,alena-nejedla-fionka
776,Alena Nejedla,CZE,Rozarka,,S,alena-nejedla-rozarka
6419,Alena Šešulková,,,Enjoy Eccles Bashmar,I,alena-sesulkova
6472,Alena Vitáková,CZE,,Aggi od Roubenky,L,alena-vitakova
4946,Alena Vitáková,CZE,Ben,,L,alena-vitakova-ben
750,Alena Vocelkova,CZE,Niké,Niké Moravské srdce,S,alena-vocelkova-nike
834,Alenka Skrabec,SVN,Richi,Wannahave Richi of happyness,L,alenka-skrabec-richi
1886,Alessa Boyer,AUT,Lotte,Lower Mill‘s Alma Lotte,S,alessa-boyer-lotte
5105,Alessandra Cogo,ITA,MELLOW,,I,alessandra-cogo-mellow
315,Alessandro Casella,ITA,PERFECT,,S,alessandro-casella-perfect
86,Alessandro Masiero,ITA,,APPLE SIRI DEI MATIBLU,L,alessandro-masiero
137,Alessandro Musicorio,ITA,,GIVE ME LOVE,L,alessandro-musicorio
94,alessia polato,ITA,,ALICE IN WONDERLAND DEI MATIBLU,L,alessia-polato
2386,Alessio Baldi,ITA,,Glory days di Petrademone,I,alessio-baldi
6769,Alex De La Cruz Alcazar,ESP,Hampi,,L,alex-de-la-cruz-alcazar-hampi
3206,Alex De La Cruz Alcazar,ESP,Proforza Magma,,L,alex-de-la-cruz-alcazar-proforza-magma
6761,Alex García García,ESP,Nilsa,,L,alex-garcia-nilsa
3648,Alex Sequeiros,ESP,Buba,Buba (Buba),I,alex-sequeiros-buba
1198,Alexa Rizzetto,ITA,Ariel,,I,alexa-rizzetto-ariel
1736,Alexander Ekimov,BGR,Bersi,"Totaly Addicted All That Bersi the Bear ""Bersi""",L,alexander-ekimov-bersi
1744,Alexander Ekimov,BGR,Khepri,Wild Coyote Khepri the Sun Khepri,L,alexander-ekimov-khepri
8197,Alexandra Czakó,HUN,Panka,Csipi Terfézia Felisa,M,alexandra-czako-panka
6802,Alexandra Martin,DEU,Bryanna,,L,alexandra-martin-bryanna
7636,Alexandra Papada,GRC,,Future Hope Fay,I,alexandra-papada-2
5439,Alexandra Papada,GRC,,Play with Madness Rogue Ro,L,alexandra-papada
4094,Alexandra Papada,GRC,Lux,,I,alexandra-papada-lux
900,Alexandra Slezakova,SVK,Archibald Gates of Heaven,Archibald Gates of Heaven,M,alexandra-slezakova-archibald-gates-of-heaven
1871,Alexandra Slezakova,SVK,Benji,,M,alexandra-slezakova-benji
7406,Alexandra vom Hofe,,Balou,,L,alexandra-vom-hofe-balou
191,Alexandre Delrez,ITA,,BE DIFFERENT AND BE FAST,L,alexandre-delrez
3758,Alexandre Delrez,ITA,Cody,Be Different And Be Fast (Cody),L,alexandre-delrez-cody
1755,Alexia van Heuverswyn,BEL,Fuze,,L,alexia-van-heuverswyn-fuze
1881,Alexia van Heuverswyn,BEL,Nukumi,,S,alexia-van-heuverswyn-nukumi
1039,Alexis BELLINI,FRA,ROXY,,I,alexis-bellini-roxy
6760,Alexis Brammer,USA,Zen,,L,alexis-brammer-zen
5461,Alexya Batac,FRA,,Ma Liskay Du Domaine Des Pitchounes Ma Liskay,L,alexya-batac
453,Alfons Wachter,AUT,Karma,"Karma of Shadowman ""Karma""",L,alfons-wachter-karma
2559,Alfonso Sabbatini,ITA,Jack sparrow,,L,alfonso-sabbatini-jack-sparrow
3742,Ali Erskine,CAN,Loot,Day Sibacha Bonremo Vemsilumpa,L,ali-erskine-loot
6854,Alica Rajec,SVK,Arsi,Valery Moravské srdce (Arsi),M,alica-rajec-arsi
8381,Alica Rajec,SVK,Arwen,Silver Spring History Gale the Wind Element,M,alica-rajec-arwen
4802,Alice Andersson,SWE,Ella,,S,alice-andersson-ella
64,Alice Baccega,SRB,,VELOX CRUR TALIA,I,alice-baccega
96,Alice Faccin,ITA,DEMON,,L,alice-faccin-demon
6921,Alice Johansson,SWE,Mister,,M,alice-johansson-mister
154,Alice Laforge,ITA,Kya,Anip Simply Unique Falcon Kya,L,alice-laforge-2
138,Alice Laforge,ITA,Tesla,Enjoy the attraction of Tesla,L,alice-laforge
7917,Alice Lundgren,SWE,Vera,,L,alice-lundgren-vera
6837,Alice Prompt Peyrefort,FRA,Moy,,M,alice-prompt-peyrefort-moy
2457,Alice Riise,SWE,,Bubbelmammas Top Secret,I,alice-riise
2690,Alice Riise,SWE,Emenems Iver,,L,alice-riise-emenems-iver
2639,Alice Tonglet,BEL,Liv,Speaking Borders Liv,L,alice-tonglet
5136,Alice Venusti,ITA,,A SHIVER OF LIGHT,L,alice-venusti
2686,Alicia Dechesne,BEL,,Oufti Mini Gui,L,alicia-dechesne
1121,Alicia Mauroux,ITA,Zesty Folly,Lycaon's Zesty Folly,L,alicia-mauroux
5059,Alicja Baj,POL,Figa,,M,alicja-baj-figa
4962,Alicja Man,POL,Rosomak,,L,alicja-man-rosomak
516,Alicja Ujma,POL,Lance,,L,alicja-ujma-lance
8311,Alicja Ujma,POL,Millie,,M,alicja-ujma-millie
5374,ALIKI VASILAKOU,,Bonny,Bonny Lass,L,aliki-vasilakou-bonny
7479,Alina Reincke,DEU,,My Zynk’s Pitypang My Zynk’s,M,alina-reincke
5321,Alina Reincke,DEU,Franzl,Franzl vom Liether Gehölz Vom Liether Gehölz,M,alina-reincke-franzl
5328,Alina Reincke,DEU,Zissi,,M,alina-reincke-zissi
2477,Alina Roth,CHE,,Kyona from Elly of Beautiful Whites,I,alina-roth
2823,Aline Bierkens,NLD,,King Bassie's Hekla Tjorndottir,S,aline-bierkens
659,Aline Mabillard,CHE,Shenzi,,M,aline-mabillard-shenzi
767,Aline Mabillard,CHE,Yuna,,S,aline-mabillard-yuna
4752,Aline Noiron,BEL,Vii,,S,aline-noiron-vii
3557,Aline Tricot,BEL,,Vanina Of Speed Of Light,I,aline-tricot
7131,Aline Tricot,BEL,Nina,,I,aline-tricot-nina
7444,Aline Warda,,OKJA,,L,aline-warda-okja
2015,Alisa Dürrschmid,DEU,Pixel,,M,alisa-durrschmid-pixel
1753,alisee Josuan,FRA,Noisette,,L,alisee-josuan-noisette
1125,alisee Josuan,FRA,Tango,,L,alisee-josuan-tango
188,Alisha Ferrari,CHE,Seen,Btw I'm Seen Full of rush,L,alisha-ferrari-seen
6643,Alison Gayton,GBR,Winnie,,I,alison-gayton-winnie
4566,Alison Wartenberg,NOR,Kaida,,M,alison-wartenberg-kaida
4593,Alison Wartenberg,NOR,Nila,,M,alison-wartenberg-nila
6409,Alizée GUERIN,,,U' and me,S,alizee-guerin
6288,Alizée GUERIN,,Duncan,,L,alizee-guerin-duncan
2918,Aljeana Baddley,GBR,,Skymara Rockin Robin,S,aljeana-baddley
6166,Allan Carlsen,DNK,Jayda,Jayda Deabei Jayda,L,allan-carlsen
4476,Allan Carlsen,DNK,Theia,Future Winwinners (Theia),L,allan-carlsen-theia
2757,Allan Matsson,FIN,Pomppuparran Tulisuudelma,,M,allan-matsson-pomppuparran-tulisuudelma
6836,Allan Mattsson,FIN,Aapo,,M,allan-mattsson-aapo
3831,Allison Hill,USA,Sunny,Erable Love At First Light Cgc Tkn Bcat Axj Of Naerable Love At First Light Cgc Tkn Bcat Axj Of Na (Sunny),M,allison-hill-sunny
7826,Alma Bergqvist,SWE,Duffy,,I,alma-bergqvist-duffy
7893,Alma Bergqvist,SWE,Hide,,L,alma-bergqvist-hide
2473,Alma Sára Ligetfalvi,HUN,Lujzi,,I,alma-sara-ligetfalvi-lujzi
7932,Alva Abelson,SWE,Fabbe,,M,alva-abelson-fabbe
7994,Alva Abelson,SWE,Juni,,M,alva-abelson-juni
7161,Alvaro Martinez,URY,Emma,,I,alvaro-martinez-emma
4100,Alvaro Martinez,URY,Mocca,Mocca Della Contea Border Collie,I,alvaro-martinez-mocca
2253,Alžběta Baletková,,,Awesome Grace Z Duhové zahrady,M,alzbeta-baletkova
8413,Alžbeta Gromovská,SVK,Nalka,Sabre II. de Alphaville Bohemia,L,alzbeta-gromovska-nalka
927,Alžbeta Ráciková,SVK,Ruby,Ruby,M,alzbeta-racikova-ruby
3236,Alžběta Štětková,CZE,,Fabulous Future od Přelícké zvonice,M,alzbeta-stetkova
3271,Alžbetka Rácikovú,SVK,Ruby,,M,alzbetka-racikovu-ruby
4753,Amalie Johannessen,NOR,Pay,,S,amalie-johannessen-pay
4455,Amalie Johannessen,NOR,Tips,,L,amalie-johannessen-tips
7617,Amanda Bäckebo,SWE,Kråkboets Aktiva-Ally,,S,amanda-backebo-krakboets-aktiva-ally
7799,Amanda Dahlberg,SWE,Eggy,,I,amanda-dahlberg-eggy
6115,Amanda Dahlberg,SWE,Peg,,I,amanda-dahlberg-peg
4520,Amanda Dahlberg,SWE,Virus,For the win Virus,L,amanda-dahlberg-virus
4376,Amanda Lyngar,NOR,Bella,Banshee Happy Firefly (Bella),I,amanda-lyngar-bella
8316,Amanda Pacholak,POL,Hela,,M,amanda-pacholak-hela
4806,Amanda Stohlbin,SWE,Ellie,,S,amanda-stohlbin-ellie
4793,Amanda Stohlbin,SWE,Lovis,,S,amanda-stohlbin-lovis
3728,Amandine Dogot,BEL,Rina,Rina Des Terres Harry'd,L,amandine-dogot-rina
5558,Ambard Marie,FRA,,Pampa de la plume de la bergerie,L,ambard-marie
6605,Amelia Gifford,GBR,Dennis,,I,amelia-gifford-dennis
7620,Amelia Koidl,NOR,Kairi,Your Adventure Of Summergarden (Kairi),S,amelia-koidl-kairi
3774,Amelie Gagnon-Dupont,CAN,Daytona,S'daytona Des Griffes Du Lican (Daytona),L,amelie-gagnon-dupont-daytona
7339,Amelie Gagnon-Dupont,CAN,Hip-Hop,,S,amelie-gagnon-dupont-hip-hop
4594,Ami Koidl,NOR,Chio Chips,,M,ami-koidl-chio-chips
3966,Ami Koidl,NOR,Kairi,Your Adventure Of Summergarden (Kairi),S,ami-koidl-kairi
1113,Amina Bouheraoua,FRA,O'Bibouchka,,L,amina-bouheraoua-obibouchka
5565,Amina Bouheraoua,FRA,S-thor,,L,amina-bouheraoua-s-thor
7576,Ammy Steen,SWE,Downforce Sota,,I,ammy-steen-downforce-sota
4382,Ammy Sten,SWE,Feija,,I,ammy-sten-feija
8061,Ammy Sten,SWE,Gry,,S,ammy-sten-gry
4019,Ammy Sten,SWE,Sota,,I,ammy-sten-sota
2634,Amy De Weerd,BEL,,Luna Tale Proud Jade,L,amy-de-weerd
3214,Amy Langman,GBR,,I did a Thing,M,amy-langman
3239,Amy Langman,GBR,,Done and Busted,M,amy-langman-2
7257,Amy Langman,GBR,Ollie,,M,amy-langman-ollie
