Id,Handler,Country,CallName,RegisteredName,SizeCategory,Slug
2709,Loelia Pascal,FRA,,Lady Blue Keep Cool Irish des Collines du Lac de Paladru,L,loelia-pascal
1102,Loic Perilleux,FRA,Oasis,,L,loic-perilleux-oasis
2471,Lola Dagbert,FRA,Phanta,Phanta Du Royaume Des Ptits Crack,I,lola-dagbert
3052,Lola Sanchez Leon,ESP,,Nube De Alveracan,S,lola-sanchez-leon
7012,Lola Sanchez Leon,ESP,Ina,,S,lola-sanchez-leon-ina
3311,Loockx Annelies,BEL,Quinn,"Quinn ""Quinn""",I,loockx-annelies-quinn
7072,Lora Rasheva,BGR,Izi,,S,lora-rasheva-izi
3193,Lore Gijsels,BEL,,Oreo of Maranns Home,L,lore-gijsels
6667,Lore Gijsels,BEL,Kiyo,,L,lore-gijsels-kiyo
6774,Lore Gijsels,BEL,Utan,,L,lore-gijsels-utan
290,LOREDANA DAL SANTO,ITA,,LOCOMOTIVE PEPPERCORN TORNADO,M,loredana-dal-santo
6869,LOREDANA DAL SANTO,ITA,Pepper,,M,loredana-dal-santo-pepper
5117,Lorena Sabbadini,ITA,CROSS,,I,lorena-sabbadini-cross
5118,Lorena Sabbadini,ITA,LORY,,I,lorena-sabbadini-lory
197,Lorenzo Celic,ITA,Reason,A MOMENTARY LAPSE OF REASON,L,lorenzo-celic
239,Lorenzo Gatti,ITA,,QUISQUE FABER LA MASCHERA DI FERRO,L,lorenzo-gatti
990,Lorenzo Gatti,ITA,,Quisque la maschera di ferro,L,lorenzo-gatti-2
5550,Lorenzo Pavese,ITA,,SAMIDIRE OF CRAZY SISSY'S HOME,L,lorenzo-pavese
1038,Lorenzo Simi,ITA,,SHE'S A RED DEVIL,I,lorenzo-simi
1087,Lorenzo Simi,ITA,,HARLEY QUINN DEI GUARDIANI DELLA LUNA,L,lorenzo-simi-2
5602,Lorenzo Simi,ITA,CM.32/N,BAILEYS-M,S,lorenzo-simi-cm32n
125,Lorenzo Tamai,ITA,ABBRACCIO,,L,lorenzo-tamai-abbraccio
6293,Lorette Van Rijswijck,,Thorvi,,L,lorette-van-rijswijck-thorvi
5845,Lotta Franck,FIN,,RED'N READY ROYAL GALA,L,lotta-franck-2
5830,Lotta Franck,FIN,,RED'N READY FBI MOST WANTED,L,lotta-franck
4046,Lotta Franck,FIN,Vimma,,L,lotta-franck-vimma
6055,Lotta Lappalainen,,,SOMETHING LIKE KNOW YOUR ENEMY,I,lotta-lappalainen
7005,Lotta Wickman Norlander,SWE,Flinga,,S,lotta-wickman-norlander-flinga
6623,Louis Porterat,FRA,Ratchet,,I,louis-porterat-ratchet
6656,Louis Steinmuller,FRA,Narco,,L,louis-steinmuller-narco
3254,Louise Andersen,DNK,,Speedy Paws Bentley,M,louise-andersen-2
3237,Louise Andersen,DNK,,Ascendant Reckless Constellation of Smashing Pace,M,louise-andersen
4410,Louise Bille Lau,DNK,Katla,,I,louise-bille-lau-katla
3980,Louise Godwin,GBR,Drift,The Fate Of The Furious (Drift),S,louise-godwin-drift
7582,Louise Lau,DNK,,Gjerulff Super Awesome Voice,I,louise-lau
4507,Louise Vilhelmsen,DNK,Connor,Connor Dei Matiblu,L,louise-vilhelmsen-connor
3361,Lovass Lara,AUT,Finn,Infinity,L,lovass-lara-finn
3015,Loviisa Hilli,FIN,,Timekiller Fleur De Lys,S,loviisa-hilli
4411,Lovina Björkvall,SWE,Chilli,,I,lovina-bjorkvall-chilli
7847,Lovina Björkvall,SWE,Smile,,L,lovina-bjorkvall-smile
4489,Lovina Björkvall,SWE,TipTap,,L,lovina-bjorkvall-tiptap
4066,Lovisa Hillbom,SWE,Loo,,M,lovisa-hillbom-loo
4840,Lovisa Torstensson,SWE,Asta,,S,lovisa-torstensson-asta
1212,Loya VanOrder,USA,Mojo,Empire of Fire All Good Mojo Mojito,L,loya-vanorder
2490,Luana Bucca,CHE,,Dreamcatcher Sunny Moon Schesaplana's,I,luana-bucca
2326,Luba Strouhová,CZE,Eli.,Cecílie Eliška z Kamenické tvrze,S,luba-strouhova
8204,Lubica Pflieglerova,SVK,Ellie,Ellie,M,lubica-pflieglerova-ellie
1791,Luc Thomas,BEL,Kheela,,L,luc-thomas-kheela
5542,Luca Campanale,ITA,,CASO O DESTINO,L,luca-campanale
5182,Luca De Marco,ITA,,QUERIDA MIA-G DES ILES BORROMEES,L,luca-de-marco
1,Luca De Silvestri,ITA,,WACKY RACES' GANG LEIA PRINCESS OF ALDERAAN,I,luca-de-silvestri
265,Luca Deplanu,ITA,,CRAZY LITTLE THING CALLED LOVE,M,luca-deplanu
1122,Luca Ferraris,ITA,GINGERBELL SUDOKU,,L,luca-ferraris-gingerbell-sudoku
22,Luca Joseph Guastalla,ITA,,ITACA CROCE DEL NORD,I,luca-joseph-guastalla
141,Luca Joseph Guastalla,ITA,,JEDI KNIGHT JOVERY BLUE A PAS DE LOUP SUR L'ASTAZOU,L,luca-joseph-guastalla-2
2546,Luca Joseph Guastalla,ITA,,Jedi knight so very blue,L,luca-joseph-guastalla-3
81,luca mangano,ITA,,ORFEO DI PETRADEMONE,L,luca-mangano
5572,Luca Marchi,ITA,,NIRVANA SOUL CAPTAIN COOK,L,luca-marchi
1191,Luca Notario,FRA,,STEEP CLIFF DE L'ALLIANCE DE KERMA,S,luca-notario
374,LUCA SIMONELLA,ITA,,JACKERSON'S TIMIDO GIGLIO,S,luca-simonella
193,luca solavagione,ITA,Like,JUST LIKE STARTING OVER DEI MATIBLU,L,luca-solavagione
179,Luca Soliman,ITA,,I WANT TO BREAK FREE,L,luca-soliman
7407,Lucas Bong,,,Quincy Quicksilver Matthias Snowchampz,L,lucas-bong
7504,Lucas Bong,,,Jaxcprecious Gracie Superstar Snowchampz,S,lucas-bong-2
986,Lucas Curras Fernandez,ESP,Zekrom,Zekrom Zekrom,L,lucas-curras-fernandez-zekrom
8156,Lucia Benediková,SVK,Oňo,Onegin,I,lucia-benedikova-ono
8423,Lucia Dobríková,SVK,Porsche,Synonym You´ve Got It (Porsche),M,lucia-dobrikova-porsche
8188,Lucia Dobríková,SVK,Slash,BeOffbeat Amazing Slash,L,lucia-dobrikova-slash
8163,Lucia Furdikova,SVK,Mejzi,Eponnine My Waimea,L,lucia-furdikova-mejzi
8177,Lucia Holická,SVK,Allegra,ALLEGRA THE VELVET FUR,L,lucia-holicka-allegra
5193,Lucia Ligorio,ITA,ULULALLALUNA ZUZZURELLONE,,M,lucia-ligorio-ululallaluna-zuzzurellone
3798,Lucia Martinez,ESP,Lisa,Lisa,M,lucia-martinez-lisa
7241,Lucia Martinez,ESP,Supernova,,M,lucia-martinez-supernova
8389,Lucia Zorgovská,SVK,Buddy,Buddy od Podhradského Rybníka (Buddy),M,lucia-zorgovska-buddy
4157,Luciana Spinelli Louzada,BRA,Nótt,,L,luciana-spinelli-louzada-nott
340,Luciano Ganz,ITA,,TAKE YOUR TIME,S,luciano-ganz
7385,Lucie Adámková,CZE,,Olympia Misty Highland,I,lucie-adamkova
8439,Lucie Adámková,CZE,Olinka,,I,lucie-adamkova-olinka
2175,Lucie Argalášová,,,A'Jacqueline Cochran Never Never Land,L,lucie-argalasova
2071,Lucie Bartelova,CZE,Cérečka Ninuland,,I,lucie-bartelova-cerecka-ninuland
411,Lucie Bartelova,CZE,Cheeky,,I,lucie-bartelova-cheeky
7570,Lucie BARTHET,FRA,Topaz,,M,lucie-barthet-topaz
2248,Lucie Bidlová,,Ember Ellin,Ember Ellin Bellamoon,M,lucie-bidlova
2327,Lucie Drápelová,CZE,Attu,Attu Tacketera,S,lucie-drapelova-attu-tacketera
7506,Lucie Frimmelová,CZE,,True Love Tiffany vom Mehrental,S,lucie-frimmelova
8310,Lucie Frimmelová,CZE,Sayo,,M,lucie-frimmelova-sayo
2104,Lucie Glejdurova,CZE,,Night Magic Alfa Fortuna,L,lucie-glejdurova
2105,Lucie Glejdurova,CZE,,Daylight Neverending Force,L,lucie-glejdurova-2
6186,Lucie Glejdurova,CZE,,Night Magic Alfa Fortuna Beat,L,lucie-glejdurova-4
6176,Lucie Glejdurova,CZE,,Daylight Neverending Force Day,L,lucie-glejdurova-3
1949,Lucie Glejdurova,CZE,Beat,,L,lucie-glejdurova-beat
537,Lucie Glejdurova,CZE,Day,Daylight Neverending Force (Day),L,lucie-glejdurova-day
7420,Lucie Glejdurova,CZE,Dobby,Do My Best Neverending Force,L,lucie-glejdurova-5
6608,Lucie Hendrychová,CZE,Skye,,I,lucie-hendrychova-skye
958,Lucie Jerabkova,CZE,Amazing Jessamine Erya’s Elita,Amazing Jessamine Erya’s Elita,S,lucie-jerabkova-amazing-jessamine-eryas-elita
748,Lucie Jerabkova,CZE,Jessie,,S,lucie-jerabkova-jessie
5270,Lucie Jordánová,CZE,Ace,,L,lucie-jordanova-ace
2328,Lucie Jurenková,,,Dobby Pap Novterpod,S,lucie-jurenkova
478,Lucie Kolaříkova,CZE,Arty,Arty Od Lomu Leštinka,L,lucie-kolarikova-arty
2176,Lucie Konečná,CZE,,Delicious Nutella Lovelenia,L,lucie-konecna
6163,Lucie Konečná,CZE,,Delicious Nutella Lovelenia Time,L,lucie-konecna-2
1955,Lucie Konečná,CZE,Time,"Delicious Nutella ""Time""",L,lucie-konecna-time
5641,Lucie Krejčí,CZE,Ichiko,H’Ahsoka Tano Never Never Land,I,lucie-krejci-hahsoka-tano
391,Lucie Krejčí,CZE,Tori,"Freestyle Torii ""Tori""",I,lucie-krejci-tori
7363,Lucie Krejčí,CZE,Torii,Freestyle Torii Bohemia Grant,I,lucie-krejci
6493,Lucie Krpcová,,,Banshee Mobilis in mobile,L,lucie-krpcova
644,Lucie Orbanova,CZE,Danny,Danny von der Happy Horse Farm,M,lucie-orbanova-danny
3266,Lucie Pierrel,FRA,Rosie,,M,lucie-pierrel-rosie
4312,Lucie Ruzi¢ékova,CZE,Brilley,,I,lucie-ruziekova-brilley
4084,Lucie RUZi¢kova,CZE,Brilley,,I,lucie-ruzikova-brilley
800,Lucie Růžičková,CZE,Brill,"Brilley z Denveru ""Brilley""",I,lucie-ruzickova-brilley
988,Lucie Sapáková,CZE,Alto,Alto Ginger Storm,L,lucie-sapakova
84,Lucie Urbanová,AUT,Normička,Norinco de Alphaville Bohemia,L,lucie-urbanova
2044,Lucija Ramšak,SVN,Bri,Brienne De La Grande Armee Bri,S,lucija-ramsak-bri
5600,Lucile Leger,FRA,Uptown funk,,M,lucile-leger-uptown-funk
156,LUCIO CODAZZI,ITA,Tao,"Baciron Ossigeno ""Tao""",L,lucio-codazzi-baciron-ossigeno
862,Lucio Paco Codazzi,,Tao,"Baciron Ossigeno ""Tao""",L,lucio-paco-codazzi-tao
5142,Lucio Urbani,ITA,,WASP DEI GUARDIANI DELLA LUNA,L,lucio-urbani
144,LUCREZIA COZZOLI,ITA,Abu,"Baciron Noku ""Abu""",L,lucrezia-cozzoli-baciron-noku
5241,Lucrezia Gottardo,,,KING KARL VON BURG WILDENSTEIN (FCI) detto NASH,S,lucrezia-gottardo
3986,Lucy Conway,GBR,Casino,Mezonyx All In On Black (Casino),S,lucy-conway-casino
4310,Lucy Conway,GBR,S,,S,lucy-conway-s
2442,Ludivine Goby,FRA,,Gabardito de l'Almozara,I,ludivine-goby
3018,Ludiwine Goby,FRA,,Mira-Belle du domaine du Seelberg,S,ludiwine-goby
233,Ludovica Capaldi,ITA,,NINJA DEI MATIBLU,L,ludovica-capaldi
7456,Ludvíková Eliška,CZE,,Belong To My Life Funky Adventure,L,ludvikova-eliska
3364,Ludvíková Eliška,CZE,Kiwi,Kiwi,L,ludvikova-eliska-kiwi
8255,Ludvíková Eliška,CZE,Litchi,,L,ludvikova-eliska-litchi
3503,Luftinger Norbert,AUT,Kira,Kira Umbacher Spitze,S,luftinger-norbert-kira
1149,Luigi Rossi,ITA,Savannah,,M,luigi-rossi-savannah
1803,Luigina D'Aloia,ITA,Ginny,,L,luigina-daloia-ginny
4097,Luis Fernando Molano,COL,Nutella,,I,luis-fernando-molano-nutella
7120,Luis Narciso,PRT,Sea,,S,luis-narciso-sea
7158,Luis Rojas,VEN,Cata,,I,luis-rojas-cata
2530,Luís Sousa,PRT,Energy,Army Nivendo (Energy),L,luis-sousa-energy
6811,Luís Sousa,PRT,Gi,,L,luis-sousa-gi
4137,Luís Sousa,PRT,Gy,,L,luis-sousa-gy
3169,Luisa Oliveira,PRT,Skye,Skye II,I,luisa-oliveira-skye-ii
28,Luisa Talarico,ITA,ALTER EGO,,I,luisa-talarico-alter-ego
1126,Luisa Valerio,ITA,,SHINE ON YOU CRAZY DIAMOND,L,luisa-valerio
2835,Luiza Rębkowska,POL,,Lea Z Brodzieńskiego Grodu,S,luiza-rebkowska
772,Luiza Rębkowska,POL,Leluś,,S,luiza-rebkowska-lelus
7229,Lukas Risi,CHE,Rumble,,L,lukas-risi-rumble
4995,Łukasz Łabędzki,POL,Tajfun,,L,lukasz-labedzki-tajfun
3329,luts margit,EST,Bibi,Bon Bibi Devětsil,I,luts-margit-bibi
4153,Luz Miriam Jaramillo,COL,Inga,,L,luz-miriam-jaramillo-inga
2940,Lyan Conejero Buhrmester,ESP,Shaggy,,S,lyan-conejero-buhrmester-shaggy
6290,Lyana Rymenants,,D’jane,,L,lyana-rymenants-djane
6739,Lycia Vial,FRA,Nausicaa,,L,lycia-vial-nausicaa
6740,Lycia Vial,FRA,Pais,,L,lycia-vial-pais
7840,Lydia Benson,SWE,Bastian,,I,lydia-benson-bastian
7908,Lydia Benson,SWE,Mållgan,,L,lydia-benson-mallgan
7558,Lydia Dafflon,CHE,Atlas,,L,lydia-dafflon-atlas
5451,Lydia Karakonstandis,GRC,,Hardwired In The Star Vito,L,lydia-karakonstandis
5238,Lydia Karakonstanti,AUT,,Rokkitassun Apple of my Eye,S,lydia-karakonstanti-3
146,Lydia Karakonstanti,AUT,,Radioactive Chacco Chitto Blue,L,lydia-karakonstanti-2
7313,Lydia Karakonstanti,AUT,Quinny,,S,lydia-karakonstanti-quinny
7156,Lydia Karakonstanti,AUT,Sol,,I,lydia-karakonstanti-sol
131,Lydia Karakonstanti,AUT,Vega,Vega Stardust Won't Settle,L,lydia-karakonstanti
2948,Lykke Nilsson,SWE,,Kalimera's Elton The Pianoman,S,lykke-nilsson-2
2806,Lykke Nilsson,SWE,,Sobelkustens Key To Xmas Magic,M,lykke-nilsson
4296,Lynsey Heffner,USA,Vision,,M,lynsey-heffner-vision
2483,Lyra Carlier,BEL,Raya,Raya Of Speed Of Light,I,lyra-carlier
6754,Lyra Carlier,BEL,Unyk,,L,lyra-carlier-unyk
2692,Lysianne Van Proosdij,NLD,,Name of the game of shamrock field,L,lysianne-van-proosdij
3238,Lysianne Van Proosdij,NLD,,Lachinomi's Queen of diamonds,M,lysianne-van-proosdij-2
3279,Lysianne Van Proosdij,NLD,,Happy spirit of sascha vally,M,lysianne-van-proosdij-3
3995,Mª Carmen Briceño,ESP,Isla,Aucanada Always Chase Your Dreams (Isla),S,m-carmen-briceno-isla
3973,Mª Carmen Briceño,ESP,Nairobi,Devongem Diamond (Nairobi),S,m-carmen-briceno-nairobi
4101,Ma&ga Ceglar,SVN,Maggie,,I,maga-ceglar-maggie
2416,Maarit Hellman,FIN,,Unlimited Star Kylie,I,maarit-hellman
1548,Maarit Niemelä,FIN,Ewan,,M,maarit-niemela-ewan
1551,Maarit Niemelä,FIN,FELICIA,,S,maarit-niemela-felicia
1439,Maarit Niemistö,,,BLINDED BY THE LIGHT OF SILENT STORM,I,maarit-niemisto
1575,Maarit Parkkinen,FIN,Don,,L,maarit-parkkinen-don
1273,Maarit Parkkinen,FIN,KVARKIN BRAVEHEART,,L,maarit-parkkinen-kvarkin-braveheart
1545,Maarit Saarikoski,,Daisy,SARANTAIS DAISY CUTTER,M,maarit-saarikoski-daisy
1209,Maarja Antov,,,Chronic Love Hola-Hopa,L,maarja-antov
1594,Maarja Antov,,Coco,,L,maarja-antov-coco
670,Maarja Padari-Kallit,EST,Smuuti,,M,maarja-padari-kallit-smuuti
2453,Maarten Cuppens,BEL,,Spark of madness vanilla plum smoothie,I,maarten-cuppens
2688,Maarten Cuppens,BEL,,Spark of madness sets vic on fire,L,maarten-cuppens-2
8315,Maciej Bartnik,POL,Lu,,M,maciej-bartnik-lu
2243,Maciej Bartnik,POL,Titoktudo LUKRECIA,,M,maciej-bartnik-titoktudo-lukrecia
614,Maciej Korus,POL,Gin,"Gin ""Ginek""",M,maciej-korus-ginek
3498,Maciej Korus,POL,Jessi,"Jessi ""Jessi""",S,maciej-korus-jessi
2681,MacKenzie Bailey,CAN,Luna,,L,mackenzie-bailey-luna
3280,Macy Paul,GBR,,Magnificent Mr Syd,M,macy-paul
4664,Madeleine Koch,SWE,Jum-Jum,,M,madeleine-koch-jum
4914,Madeleine Koch,SWE,Smokie,,S,madeleine-koch-smokie
3000,Madeline Koeppe,USA,,Her Magicsty Teschke Koeppe the 3rd,S,madeline-koeppe
5798,Maderthaner Tanja,,Evee,,S,maderthaner-tanja-evee
6712,Madison Capella,USA,Ali,,L,madison-capella-ali
2415,Mady Scaccaglia,LUX,,Pep's on the rocks des Romarains,I,mady-scaccaglia
3937,Maelle Desmery,FRA,Rising Star,Rising Star,S,maelle-desmery-rising-star
3011,Maëlys Vermeulen,FRA,,Des Loups De l'Isengard,S,maelys-vermeulen
6975,Maéna Cariou,FRA,Outside,,S,maena-cariou-outside
3465,Maene Frank,NLD,Dino,every kingdom release the kraken,S,maene-frank-dino
3450,Maene Frank,NLD,Grayson,Gunpowder of Desert Meadow,M,maene-frank-grayson
6723,Magali Vanderveken,LUX,Ole,,L,magali-vanderveken-ole
4963,Magda Gadomska,POL,Bej,,L,magda-gadomska-bej
622,Magda Gadomska,POL,Kudeł,Kudel from Golden Regia,M,magda-gadomska-kudel
6453,Magda Gadomska,POL,NNL Z’Smoke,,L,magda-gadomska-nnl-zsmoke
5053,Magda Gadomska,POL,Reksia,,M,magda-gadomska-reksia
672,Magda Karpeta,POL,Bee,,M,magda-karpeta-bee
8226,Magda Wasiukiewicz,POL,Dumka,,I,magda-wasiukiewicz-dumka
3062,Magda Zajacova,CZE,,Use Your Heart Koryfej,M,magda-zajacova
3076,Magda Zajacova,CZE,,Catch on Fire Koryfej,M,magda-zajacova-2
2238,Magdalena Domanska,POL,,Lagavulin Willa Mora,M,magdalena-domanska
5024,Magdalena Domanska,POL,Gavek,,M,magdalena-domanska-gavek
3860,Magdalena Domanska,POL,Gavu,Lagavulin Willa Mora (Gavu),M,magdalena-domanska-gavu
3851,Magdalena Gadomska,POL,Kudel,Kudel From Golden Regia (Kudel),M,magdalena-gadomska-kudel
2293,Magdalena Labieniec,POL,Elfie,Elfie Indirica,S,magdalena-labieniec-elfie-indirica
2177,Magdalena Labieniec,POL,Koma,Shaktise Galaxy Comet,L,magdalena-labieniec
4977,Magdalena Pietrusińska,POL,Rzutka,,L,magdalena-pietrusinska-rzutka
1312,Magdalena Surblys,NOR,Azzurra,,M,magdalena-surblys-azzurra
6207,Magdalena Surblys,NOR,Azzurre Azi,,M,magdalena-surblys-azzurre-azi
7353,Magdalena Wasiukiewicz,AUT,,Dazzling Doom Spiffing Wit,I,magdalena-wasiukiewicz
8289,Magdalena Wasiukiewicz,AUT,Cora,,L,magdalena-wasiukiewicz-cora
34,Magdalena Wasiukiewicz,AUT,Dumka,Spiffing Wit Dazzling Doom (Dumka),I,magdalena-wasiukiewicz-dumka
57,Magdalena Wasiukiewicz,AUT,Scottie,,I,magdalena-wasiukiewicz-scottie
951,Magdalena Ziolkowska,POL,Mad,Go Mad Genius Via Bohemica,S,magdalena-ziolkowska-mad
700,Magdalena Ziolkowska,POL,Madek,,S,magdalena-ziolkowska-madek
486,Magdalena Ziolkowska,POL,MaiGi,"Free Your MaiGirma ""MaiGi"" ""Free Your MaiGirma ""MaiGi""""",L,magdalena-ziolkowska-maigi
8368,Magdalena Ziolkowska,POL,Makani,Makani,L,magdalena-ziolkowska-makani
697,Magdalena Ziolkowska,POL,Mazzi,"Devongem ADDICTED to You ""Mazzi"" ""Devongem ADDICTED to You ""Mazzi""""",S,magdalena-ziolkowska-mazzi
8391,Magdalena Ziolkowska,POL,Melo,Melo,S,magdalena-ziolkowska-melo
398,Magdalena Ziolkowska,POL,Muku,"Ready2Rock Muku Shepter ""Muku""",I,magdalena-ziolkowska-muku
2867,Maggie Schoolar,USA,,Safranne's I Got You Babe,S,maggie-schoolar
2499,Maia Molina Vazquez,ESP,,Cachirulo De L'Almozara,I,maia-molina-vazquez
2789,Maia Molina Vazquez,ESP,Crazy,L'Almozara Crazy For You Maia,M,maia-molina-vazquez-2
1578,Maija Anttolainen,FIN,Maj-Lis,Overdo Twist (Maj-Lis),L,maija-anttolainen-maj-lis
1444,Maija Anttolainen,FIN,OVERDO ELITE,,I,maija-anttolainen-overdo-elite
1249,Maija Anttolainen,FIN,OVERDO TWIST,,L,maija-anttolainen-overdo-twist
1604,Maija Anttolainen,FIN,Tiril,Overdo Elite (Tiril),I,maija-anttolainen-tiril
1655,Maija Hiekkala,,Iris,,M,maija-hiekkala-iris
1349,Maija Hiekkala,,LAHJAKAS GLORIA,,M,maija-hiekkala-lahjakas-gloria
1321,Maija Isokangas,,,O'OU SUPERSASSY SKUNK,M,maija-isokangas
1350,Maija Isokangas,,,CAPRICOLE LOVE IS REASON,M,maija-isokangas-2
1351,Maija Isokangas,,,KIRINKI DU MOURIOCHE,M,maija-isokangas-3
1645,Maija Isokangas,,Hedda,,M,maija-isokangas-hedda
1322,Maija Isola,,RAN-PLAN ROCKQUEEN,,M,maija-isola-ran-plan-rockqueen
8041,Maija Määttä,FIN,Spicy,,S,maija-maatta-spicy
6108,Maija Mäkelä,,,TRICKYTRACK'S DULCE DE LECHE,M,maija-makela
5945,Maija Tiainen,FIN,,COLORLINE TEAM SPIRIT,S,maija-tiainen
3977,Maija Tiainen,FIN,Isla,Littlefun's Miss White Choco (Isla),S,maija-tiainen-isla
4787,Maija Tiainen,FIN,Tesla,,S,maija-tiainen-tesla
7987,Maiju Asikainen,FIN,Muura,,M,maiju-asikainen-muura
4702,Maiju Asikainen,FIN,Nano,,S,maiju-asikainen-nano
1463,Maiju Korhonen,,,CALL ME WITCH WITH BRAIN INSIDE,I,maiju-korhonen
5968,Maiju Korhonen,,,AWESOME CRASH WITH BRAIN INSIDE,L,maiju-korhonen-2
1606,Maiju Korhonen,,Nio,,I,maiju-korhonen-nio
1577,Maiju Korhonen,,Polar,,L,maiju-korhonen-polar
1274,Maiju Korhonen,,SAUNAJAAKON HOAX,,L,maiju-korhonen-saunajaakon-hoax
5907,Maiju Livio,,,GHOSTEYE'S STORY OF THE AURORAS,S,maiju-livio
1213,Maiju Parviainen,,PROMILLEN OCTOMORE,,L,maiju-parviainen-promillen-octomore
4896,Maiken Grønvold,NOR,,Isbjørnens Ice Fibi,L,maiken-gronvold
4425,Maiken Grønvold,NOR,Brunbjørnen Lace,,I,maiken-gronvold-brunbjornen-lace
8093,Maiken Johansen,NOR,Aisy,,S,maiken-johansen-aisy
4729,Maiken Larsen,NOR,Ai,Nightfire's Keep On Winning (Ai),S,maiken-larsen-ai
7946,Maiken Larsen,NOR,Stitch,,M,maiken-larsen-stitch
7074,Maiken Schølseth Larsen,NOR,Ai,,S,maiken-scholseth-larsen-ai
6931,Maiken Schølseth Larsen,NOR,Otto,,M,maiken-scholseth-larsen-otto
4711,Maiken Torkelsen,NOR,Ayo,,S,maiken-torkelsen-ayo
4902,Maiken Torkelsen,NOR,Kuling,,M,maiken-torkelsen-kuling
4539,Mailinn Bie-evensen,NOR,Melba,,L,mailinn-bie-evensen-melba
4363,Mailinn Bie-evensen,NOR,Mia,Mia⭐,I,mailinn-bie-evensen-mia
4352,Mailinn Bie-evensen,NOR,Milka,Milka🫙,I,mailinn-bie-evensen-milka
1069,Maillefert Virginie,FRA,,O Massilia in the name of love,L,maillefert-virginie
5495,Maïté Missotten,BEL,O’ris Oris,,L,maite-missotten-oris-oris
7587,Maj Davidsen,DNK,,Border Star Power of Zui,L,maj-davidsen
8422,Maja IDŹKOWSKA,POL,Inka,Inka RIMMEL FCI (Inka),M,maja-idzkowska-inka
571,Maja Kanda,POL,Raven,,L,maja-kanda-raven
1732,Maja Kolarić,HRV,Lilly,"Lilly ""Lilly""",L,maja-kolaric-lilly
3051,Maja Lekman,SWE,Blizzbogårdens O'Boy,,S,maja-lekman-blizzbogardens-oboy
3665,Maja Leskovar,HRV,Deetwo,Mawlch Deetwo (Deetwo),I,maja-leskovar-deetwo
8321,Maja Marianna Idźkowska,POL,Inka,Inka RIMMEL FCI (Inka),M,maja-marianna-idzkowska-inka
6755,Maja Marianna Idźkowska,POL,Kleks,,L,maja-marianna-idzkowska-kleks
5323,Maja Polechońska,POL,Vesna,,M,maja-polechonska-vesna
6505,Maja Szymańska,POL,,Cant Take Your Eyes Off Me,M,maja-szymanska
7937,Maja Szymańska,POL,Merida,Kelemenki Can’t Take Your Eyes Off Me (Merida),M,maja-szymanska-merida
784,Maja Szymańska,POL,Monti,,S,maja-szymanska-monti
5010,Maja Wyszkowska,POL,Frostel,,L,maja-wyszkowska-frostel
4024,Malena Johansson,SWE,Tona,Downforce Tona,I,malena-johansson-tona
4978,Małgorzata Deresińska,POL,Hunter,,L,malgorzata-deresinska-hunter
392,Małgorzata Neuwald,POL,Flik,,I,malgorzata-neuwald-flik
4925,Małgorzata Schwarz,POL,Bibi,,I,malgorzata-schwarz-bibi
4926,Małgorzata Schwarz,POL,Zuzia,,I,malgorzata-schwarz-zuzia
4590,Mali Eline Mælen,NOR,Salt,,M,mali-eline-mlen-salt
2636,Mali Tretli Brørby,NOR,,My trusted friend quickstep Switch,L,mali-tretli-brorby
7854,Malin Jensen Paulsen,NOR,Bamse,,L,malin-jensen-paulsen-bamse
2394,Malin Larsson,SWE,,For The Win,I,malin-larsson
4412,Malin Larsson,SWE,Saga,,I,malin-larsson-saga
4364,Malin Larsson,SWE,Vera,,I,malin-larsson-vera
4915,Malin Rygge Holtet,NOR,Mia,,S,malin-rygge-holtet-mia
4864,Malin Rygge Holtet,NOR,Theo,,S,malin-rygge-holtet-theo
4040,Malin Simson Cloud,SWE,Beyla,,L,malin-simson-cloud-beyla
8099,Malin Simson Cloud,SWE,Inga,,I,malin-simson-cloud-inga
7594,Malin Simson Cloud,SWE,Nangamai Gaia,,L,malin-simson-cloud-nangamai-gaia
4540,Malin Simson Cloud,SWE,Yara,,L,malin-simson-cloud-yara
4343,Malin Slettebø Leikvoll,NOR,Aagot,,I,malin-slettebo-leikvoll-aagot
4863,Malin Waldenstrøm,NOR,Sara,,S,malin-waldenstrom-sara
6308,Mandy Roeting,,Faya,,L,mandy-roeting-faya
1822,Manfred Mösinger,AUT,Alice,"Alice ""Alice""",L,manfred-mosinger-alice
1821,Manfred Mösinger,AUT,Ro,"Aperol ""Ro""",L,manfred-mosinger-ro
3035,Mano Schroder,NLD,Ace,,S,mano-schroder-ace
3258,Manon Arguimbeau,FRA,,Onnyx Little Star de la Stella Del Pyrame,M,manon-arguimbeau
2641,Manon Berthier Rassat,FRA,,Ready to go on Runway,L,manon-berthier-rassat
1089,Manon Crouzet,FRA,Sprint,,L,manon-crouzet-sprint
1072,Manon Ferrer,FRA,Écho,Petit Prince Écho,L,manon-ferrer
1829,Manon Ferrer,FRA,Woody,,M,manon-ferrer-woody
8488,Mantas Dačiola,LTU,Eros,,M,mantas-daciola-eros
8483,Mantas Dačiola,LTU,Juda,,M,mantas-daciola-juda
7724,Mantas Klimauskas,LTU,,Eira Europa Pusyno Pedutes,S,mantas-klimauskas
7153,Manuel Deininger,DEU,Liv,,I,manuel-deininger-liv
5254,Manuel Deininger,DEU,Souki,,I,manuel-deininger-souki
